seed,level,arm,settle,stage_at_call,phase_at_call,elapsed_at_call,already_green,latency_relay,latency_fixed,green_hold_relay,level_name
10272,0.6,N,92.76,GREEN,NS,14.0,1,0.24018700563364348,11.740187005633643,76.5,light
10273,0.6,W,109.46,GREEN,NS,1.5,0,7.038645290376792,12.538645290376792,69.5,light
10274,0.6,S,74.49,YELLOW,EW,2.0,0,2.5141839523613783,0.01418395236137826,75.0,light
10275,0.6,N,44.62,YELLOW,NS,2.0,0,9.377813444763092,0.37781344476309187,70.5,light
10276,0.6,W,137.52,YELLOW,NS,0.0,0,4.977011556611018,19.477011556611018,72.0,light
10277,0.6,E,58.58,YELLOW,NS,0.0,0,4.917697854493298,0.4176978544932979,72.0,light
10278,0.6,W,146.87,YELLOW,EW,1.0,0,10.132202422985642,10.132202422985642,66.5,light
10279,0.6,W,114.32,GREEN,EW,22.5,1,0.1832891506616363,7.683289150661636,76.5,light
10280,0.6,N,117.21,ALLRED,NS,0.5,0,7.7886516068534775,22.288651606853477,69.0,light
10281,0.6,N,41.0,GREEN,NS,9.0,1,0.49661233725198883,0.49661233725198883,76.5,light
10282,0.6,W,52.41,YELLOW,NS,0.0,0,4.590170774362058,0.09017077436205767,72.0,light
10283,0.6,E,132.95,YELLOW,NS,0.0,0,4.552007509227678,0.05200750922767838,72.0,light
10284,0.6,N,149.05,GREEN,NS,1.0,1,0.44856234085617075,0.44856234085617075,77.5,light
10285,0.6,S,71.11,GREEN,NS,4.5,1,0.39130813551652466,0.39130813551652466,77.5,light
10286,0.6,S,138.32,ALLRED,NS,0.0,0,10.179912815184707,1.1799128151847071,67.5,light
10287,0.6,E,105.49,GREEN,EW,11.5,1,0.008612649664584637,16.508612649664585,76.5,light
10288,0.6,W,51.49,YELLOW,NS,0.0,0,4.506840737300109,0.5068407373001094,72.0,light
10289,0.6,W,46.34,YELLOW,NS,1.5,0,3.1612398229127834,5.661239822912783,73.5,light
10290,0.6,W,71.66,ALLRED,EW,0.0,0,10.339621608383823,15.339621608383823,66.5,light
10291,0.6,E,118.13,YELLOW,NS,0.0,0,4.865201549944459,3.8652015499444587,72.0,light
10292,0.6,S,81.41,GREEN,NS,16.5,1,0.08881090286773485,0.08881090286773485,76.5,light
10293,0.6,S,135.18,GREEN,NS,1.5,1,0.3237164515741142,4.323716451574114,76.5,light
10294,0.6,W,158.83,GREEN,EW,0.5,1,0.17292077714913034,0.17292077714913034,76.5,light
10295,0.6,W,154.03,YELLOW,NS,0.0,0,4.97038579070238,2.9703857907023803,72.0,light
10296,0.6,E,118.38,ALLRED,NS,0.0,0,1.6197794176890312,3.619779417689031,75.0,light
10297,0.6,N,113.2,GREEN,NS,0.0,1,0.304735595060734,0.304735595060734,76.5,light
10298,0.6,S,146.16,GREEN,NS,3.5,1,0.3403245622708937,0.3403245622708937,76.5,light
10299,0.6,E,68.06,GREEN,EW,1.5,1,0.4404898643863788,18.94048986438638,76.5,light
10000,1.0,E,109.35,GREEN,NS,0.0,0,9.650101985798898,12.650101985798898,67.0,medium
10001,1.0,N,82.75,GREEN,NS,17.5,1,0.2451921738144165,21.745192173814416,76.5,medium
10002,1.0,N,86.79,GREEN,NS,21.5,1,0.20931056702305284,17.709310567023053,76.5,medium
10003,1.0,N,144.8,GREEN,NS,4.0,1,0.1999307846266447,0.1999307846266447,76.5,medium
10004,1.0,N,112.8,YELLOW,EW,1.5,0,3.198243304807548,0.19824330480754782,73.5,medium
10005,1.0,W,136.01,YELLOW,NS,2.5,0,2.4928622368285005,20.9928622368285,74.5,medium
10006,1.0,S,68.58,YELLOW,NS,2.5,0,10.915296147021138,0.915296147021138,66.0,medium
10007,1.0,E,70.79,ALLRED,EW,1.0,0,10.214966808306173,16.214966808306173,66.5,medium
10008,1.0,W,57.38,GREEN,NS,2.5,0,6.123452904820823,0.12345290482082305,70.5,medium
10009,1.0,E,78.25,GREEN,NS,3.0,0,6.751779727215876,8.751779727215876,70.0,medium
10010,1.0,E,106.12,YELLOW,NS,0.0,0,4.877876105948459,15.87787610594846,72.0,medium
10011,1.0,E,57.86,YELLOW,NS,0.0,0,4.644220274828612,0.1442202748286121,72.0,medium
10012,1.0,N,94.62,GREEN,NS,2.0,1,0.3829597986097184,9.882959798609718,76.5,medium
10013,1.0,N,82.64,GREEN,EW,3.0,0,6.860465085157074,21.860465085157074,70.0,medium
10014,1.0,E,90.4,YELLOW,NS,0.0,0,4.60180740314587,0.10180740314586956,72.0,medium
10015,1.0,S,55.65,YELLOW,EW,0.5,0,4.346867063929665,13.846867063929665,72.5,medium
10016,1.0,N,94.67,GREEN,NS,5.0,1,0.3308382611214853,9.830838261121485,76.5,medium
10017,1.0,W,114.67,GREEN,EW,0.0,1,0.3289926767692464,7.328992676769246,76.5,medium
10018,1.0,S,103.07,GREEN,NS,1.0,1,0.4309075052970286,1.4309075052970286,76.5,medium
10019,1.0,N,99.36,GREEN,NS,3.0,1,0.14104129973836166,5.141041299738362,76.5,medium
10020,1.0,N,129.87,GREEN,NS,2.5,1,0.1273109610631309,9.627310961063131,76.5,medium
10021,1.0,S,109.14,GREEN,NS,29.5,1,0.3598832829386396,0.3598832829386396,76.5,medium
10022,1.0,W,127.29,GREEN,NS,1.0,0,7.710974052646989,0.2109740526469892,69.0,medium
10023,1.0,S,115.2,YELLOW,NS,2.5,0,8.798473262198087,0.2984732621980868,68.0,medium
10024,1.0,N,58.41,GREEN,EW,3.0,0,5.592075751203126,11.092075751203126,71.0,medium
10025,1.0,S,96.22,YELLOW,EW,0.0,0,4.784901728508146,8.284901728508146,72.0,medium
10026,1.0,E,107.57,YELLOW,NS,1.5,0,3.4332146022735515,14.433214602273551,73.5,medium
10027,1.0,W,66.21,GREEN,NS,2.5,0,7.289133720833377,20.789133720833377,69.5,medium
10028,1.0,S,78.84,YELLOW,NS,1.0,0,12.15836608765889,0.15836608765889082,64.5,medium
10029,1.0,W,61.74,ALLRED,EW,0.0,0,11.25676925982549,0.25676925982548937,65.5,medium
10030,1.0,E,111.81,YELLOW,NS,0.0,0,4.68582522509449,10.18582522509449,72.0,medium
10031,1.0,N,82.32,GREEN,NS,10.5,1,0.17598442438956852,22.17598442438957,77.5,medium
10032,1.0,W,40.53,YELLOW,NS,0.0,0,4.965430704216693,11.465430704216693,72.0,medium
10033,1.0,S,106.43,YELLOW,NS,2.0,0,11.073243991949411,0.07324399194941122,66.5,medium
10034,1.0,N,100.71,YELLOW,NS,2.5,0,8.79040059760679,3.7904005976067907,68.0,medium
10035,1.0,N,132.66,ALLRED,NS,0.5,0,9.844786956854364,6.844786956854364,67.0,medium
10036,1.0,N,79.06,GREEN,NS,9.0,1,0.44365152512555994,0.44365152512555994,76.5,medium
10037,1.0,W,55.11,GREEN,NS,3.5,0,6.3928465307198366,0.39284653071983655,70.5,medium
10038,1.0,E,51.09,YELLOW,EW,2.5,0,11.907484758313267,0.9074847583132666,65.0,medium
10039,1.0,W,69.11,GREEN,EW,4.0,1,0.38683920644511716,17.886839206445117,76.5,medium
10040,1.0,E,125.65,GREEN,EW,2.0,1,0.34519193603475173,0.34519193603475173,76.5,medium
10041,1.0,E,145.89,GREEN,NS,0.5,0,9.10509937584294,11.10509937584294,67.5,medium
10042,1.0,W,83.2,ALLRED,NS,1.0,0,0.795696341863902,3.795696341863902,76.0,medium
10043,1.0,E,50.13,GREEN,EW,0.0,1,0.36899087501905825,1.8689908750190583,76.5,medium
10044,1.0,W,63.94,ALLRED,EW,0.5,0,10.559552418762927,0.05955241876292661,66.0,medium
10045,1.0,N,73.03,GREEN,NS,9.0,1,0.47467242976108537,0.47467242976108537,76.5,medium
10046,1.0,W,77.51,ALLRED,NS,0.5,0,1.4930030742954727,9.493003074295473,75.5,medium
10047,1.0,E,97.44,YELLOW,NS,0.0,0,4.55909432914423,0.05909432914423007,72.0,medium
10048,1.0,W,116.24,ALLRED,EW,1.0,0,9.256555603892053,5.756555603892053,67.5,medium
10049,1.0,W,40.82,YELLOW,NS,1.5,0,3.1789298215127673,11.178929821512767,73.5,medium
10050,1.0,W,62.49,GREEN,NS,1.0,0,8.510885912766625,0.010885912766624983,68.0,medium
10051,1.0,W,83.41,YELLOW,NS,0.0,0,4.58732175266185,3.5873217526618504,72.0,medium
10052,1.0,W,95.34,YELLOW,NS,0.0,0,4.658105502087295,0.15810550208729524,72.0,medium
10053,1.0,W,99.27,GREEN,NS,1.0,0,8.729412702863328,0.22941270286332838,68.0,medium
10054,1.0,N,126.14,YELLOW,EW,0.5,0,4.355091527706165,13.355091527706165,72.5,medium
10055,1.0,W,112.42,ALLRED,NS,0.0,0,1.5762654462997858,9.576265446299786,75.0,medium
10056,1.0,N,153.52,GREEN,NS,4.0,1,0.4832058235301133,20.983205823530113,76.5,medium
10057,1.0,E,47.7,GREEN,EW,0.0,1,0.29650381127201797,4.296503811272018,76.5,medium
10058,1.0,E,67.32,ALLRED,NS,0.0,0,1.6770714275824048,19.677071427582405,75.0,medium
10059,1.0,E,76.45,YELLOW,NS,0.0,0,4.547251187102631,10.547251187102631,72.0,medium
10060,1.0,S,96.29,ALLRED,NS,1.0,0,7.208600994945584,8.208600994945584,69.5,medium
10061,1.0,W,115.09,YELLOW,NS,0.0,0,4.909008886012572,6.909008886012572,72.0,medium
10062,1.0,W,92.15,GREEN,EW,2.0,1,0.35183944550401236,0.35183944550401236,76.5,medium
10063,1.0,W,63.9,YELLOW,NS,0.0,0,4.595059042014682,0.0950590420146824,72.0,medium
10064,1.0,E,153.03,GREEN,NS,0.5,0,9.471374355677597,3.9713743556775967,67.5,medium
10065,1.0,S,142.2,GREEN,NS,6.0,1,0.2966887279458774,0.2966887279458774,77.5,medium
10066,1.0,N,82.8,GREEN,NS,3.0,1,0.20369009632099733,21.703690096320997,76.5,medium
10067,1.0,E,81.82,GREEN,NS,1.5,0,8.17810237705416,5.178102377054159,68.5,medium
10068,1.0,N,40.65,GREEN,NS,3.5,1,0.3517315018620977,0.3517315018620977,76.5,medium
10069,1.0,S,77.67,YELLOW,NS,1.0,0,12.331479280694452,0.3314792806944524,64.5,medium
10070,1.0,E,147.65,YELLOW,NS,0.5,0,4.353238190766774,9.353238190766774,72.5,medium
10071,1.0,W,64.47,YELLOW,EW,2.5,0,10.52720164949119,0.027201649491189528,66.0,medium
10072,1.0,W,144.57,YELLOW,NS,0.0,0,4.927042521251224,12.427042521251224,72.0,medium
10073,1.0,N,154.31,YELLOW,EW,0.0,0,4.688750797879436,20.188750797879436,72.0,medium
10074,1.0,S,43.69,GREEN,NS,3.0,1,0.3121913781537202,0.3121913781537202,76.5,medium
10075,1.0,W,113.22,GREEN,NS,1.0,0,8.777509005786243,8.777509005786243,68.0,medium
10076,1.0,N,134.0,GREEN,NS,19.5,1,0.49612819108301665,5.496128191083017,76.5,medium
10077,1.0,N,52.33,GREEN,NS,1.0,1,0.16947894100574956,17.16947894100575,76.5,medium
10078,1.0,S,159.06,YELLOW,EW,0.0,0,4.937097330137249,15.437097330137249,72.0,medium
10079,1.0,E,79.22,YELLOW,NS,0.0,0,4.7774893057053305,7.7774893057053305,72.0,medium
10080,1.0,W,143.42,YELLOW,NS,0.0,0,4.579863118192037,13.579863118192037,72.0,medium
10081,1.0,S,64.7,GREEN,NS,5.5,1,0.295906475576146,4.795906475576146,77.5,medium
10082,1.0,S,51.23,YELLOW,EW,0.5,0,4.273720596513556,18.273720596513556,72.5,medium
10083,1.0,S,92.43,GREEN,NS,6.0,1,0.06666379506681608,12.066663795066816,76.5,medium
10084,1.0,E,112.66,YELLOW,NS,0.0,0,4.844542049468643,9.344542049468643,72.0,medium
10085,1.0,S,105.43,YELLOW,EW,0.0,0,4.572955397274896,0.07295539727489597,72.0,medium
10086,1.0,N,45.23,YELLOW,NS,2.0,0,9.772469073174776,0.27246907317477564,67.0,medium
10087,1.0,S,124.31,GREEN,NS,2.5,1,0.19458371023098664,15.194583710230987,77.5,medium
10088,1.0,S,48.48,GREEN,NS,14.5,1,0.019804449685722147,21.019804449685722,76.5,medium
10089,1.0,N,135.47,GREEN,EW,1.5,0,6.033387298444836,4.033387298444836,71.5,medium
10090,1.0,N,145.68,GREEN,EW,0.0,0,9.316171967303063,0.3161719673030632,67.5,medium
10091,1.0,W,151.23,GREEN,EW,2.0,1,0.27252108039817813,5.772521080398178,76.5,medium
10092,1.0,N,87.15,GREEN,NS,7.5,1,0.3499782753306988,17.3499782753307,79.5,medium
10093,1.0,W,44.65,YELLOW,NS,0.0,0,4.848978116108057,7.348978116108057,72.0,medium
10094,1.0,E,146.18,GREEN,EW,1.5,1,0.3212963843518821,10.821296384351882,76.5,medium
10095,1.0,W,48.0,YELLOW,NS,0.0,0,4.999905257524475,3.9999052575244747,72.0,medium
10096,1.0,N,79.67,GREEN,NS,1.0,1,0.3312390535842269,0.3312390535842269,76.5,medium
10097,1.0,W,40.76,GREEN,EW,0.5,1,0.23842926189913527,11.238429261899135,76.5,medium
10098,1.0,N,128.11,GREEN,NS,9.5,1,0.38646430353264805,11.386464303532648,76.5,medium
10099,1.0,W,77.13,GREEN,NS,2.0,0,7.868955625578053,9.868955625578053,69.0,medium
10100,1.0,E,146.75,YELLOW,NS,0.0,0,4.750857593440003,10.250857593440003,72.0,medium
10101,1.0,S,129.79,GREEN,EW,0.5,0,6.20574875278578,9.70574875278578,71.5,medium
10102,1.0,S,121.8,YELLOW,EW,0.0,0,4.700392943946852,17.700392943946852,72.0,medium
10103,1.0,N,77.93,GREEN,NS,4.5,1,0.06999490999506008,0.06999490999506008,76.5,medium
10104,1.0,W,115.36,ALLRED,NS,0.5,0,1.1359675123492678,6.635967512349268,75.5,medium
10105,1.0,E,48.96,YELLOW,NS,2.0,0,2.539259818077248,3.039259818077248,74.0,medium
10106,1.0,N,58.4,YELLOW,EW,1.0,0,3.5985778022528336,11.098577802252834,74.0,medium
10107,1.0,W,42.52,GREEN,NS,1.0,0,8.980968843335859,9.480968843335859,68.0,medium
10108,1.0,W,113.89,GREEN,NS,2.0,0,7.61379634582984,8.11379634582984,69.0,medium
10109,1.0,W,113.91,YELLOW,NS,0.0,0,4.587554882240383,8.087554882240383,72.0,medium
10110,1.0,W,87.81,YELLOW,EW,1.0,0,13.18613925748977,0.18613925748977067,63.5,medium
10111,1.0,E,155.23,ALLRED,EW,0.0,0,8.272624176331249,1.7726241763312487,68.5,medium
10112,1.0,E,52.24,YELLOW,NS,0.0,0,4.755407968395758,0.2554079683957582,72.0,medium
10113,1.0,E,119.57,YELLOW,NS,0.0,0,4.934689824542744,2.434689824542744,72.0,medium
10114,1.0,E,44.43,YELLOW,NS,0.0,0,4.5671842327924,7.5671842327924,72.0,medium
10115,1.0,S,110.31,GREEN,NS,15.0,1,0.19106543090643413,0.19106543090643413,76.5,medium
10116,1.0,E,140.29,YELLOW,NS,0.0,0,4.7140940798398105,16.71409407983981,72.0,medium
10117,1.0,E,90.69,ALLRED,NS,1.0,0,0.8105650820208297,0.31056508202082966,76.0,medium
10118,1.0,N,80.44,GREEN,NS,15.5,1,0.059194607169786195,0.059194607169786195,76.5,medium
10119,1.0,W,141.95,YELLOW,NS,0.0,0,4.554247087594263,15.054247087594263,72.0,medium
10120,1.0,W,149.22,YELLOW,NS,0.0,0,4.779066275235664,7.779066275235664,72.0,medium
10121,1.0,S,113.31,ALLRED,EW,0.0,0,1.6871071337310894,0.18710713373108945,76.0,medium
10122,1.0,S,135.66,GREEN,NS,38.5,1,0.34478687949678033,3.8447868794967803,76.5,medium
10123,1.0,N,84.94,GREEN,NS,4.0,1,0.06339222376169573,19.563392223761696,76.5,medium
10124,1.0,E,51.98,GREEN,EW,1.5,1,0.024603522402543376,0.024603522402543376,76.5,medium
10125,1.0,S,78.19,YELLOW,EW,0.5,0,4.310538013162628,0.31053801316262764,75.5,medium
10126,1.0,N,76.68,YELLOW,EW,0.0,0,4.816987175029112,0.3169871750291122,72.0,medium
10127,1.0,S,67.21,ALLRED,NS,0.5,0,10.788218436869457,2.2882184368694567,66.5,medium
10128,1.0,S,105.8,GREEN,NS,3.0,1,0.1973084740150881,0.1973084740150881,77.5,medium
10129,1.0,W,119.72,ALLRED,EW,0.0,0,11.27869111973439,2.2786911197343898,65.5,medium
10130,1.0,E,145.46,ALLRED,NS,1.0,0,0.5355146733855918,11.535514673385592,76.0,medium
10131,1.0,W,136.63,YELLOW,NS,0.0,0,4.869587802726244,20.369587802726244,72.0,medium
10132,1.0,W,151.99,GREEN,EW,1.0,1,0.007095078725512849,5.007095078725513,76.5,medium
10133,1.0,W,150.86,YELLOW,NS,2.0,0,2.636412331245367,6.136412331245367,74.0,medium
10134,1.0,N,60.29,YELLOW,EW,0.0,0,4.706070926919587,9.206070926919587,72.5,medium
10135,1.0,W,81.98,YELLOW,NS,0.0,0,4.52128917158042,5.02128917158042,72.0,medium
10136,1.0,S,118.27,GREEN,NS,4.5,1,0.2318361456480602,21.23183614564806,76.5,medium
10137,1.0,E,80.97,GREEN,EW,7.0,1,0.034127702359313616,6.034127702359314,76.5,medium
10138,1.0,W,89.66,ALLRED,NS,0.5,0,1.3391497373274888,0.33914973732748877,75.5,medium
10139,1.0,W,57.67,YELLOW,NS,2.0,0,2.8345814746416806,0.33458147464168064,74.0,medium
10140,1.0,N,94.89,ALLRED,NS,1.0,0,7.110973772961955,9.610973772961955,69.5,medium
10141,1.0,E,80.21,YELLOW,NS,1.0,0,3.794837182334618,6.794837182334618,73.0,medium
10142,1.0,E,151.79,GREEN,NS,1.0,0,5.70787181732706,5.20787181732706,71.0,medium
10143,1.0,W,42.39,ALLRED,EW,0.5,0,10.612410482153948,9.612410482153948,66.0,medium
10144,1.0,W,94.92,GREEN,NS,2.5,0,7.08223916326385,0.08223916326384995,69.5,medium
10145,1.0,E,140.19,GREEN,EW,5.0,1,0.30742483890071526,16.807424838900715,76.5,medium
10146,1.0,S,158.24,GREEN,NS,18.5,1,0.26450858171165237,16.264508581711652,77.5,medium
10147,1.0,S,140.38,GREEN,NS,3.5,1,0.11888519571999723,0.11888519571999723,76.5,medium
10148,1.0,E,75.56,YELLOW,EW,1.5,0,12.943886150017946,11.443886150017946,64.0,medium
10149,1.0,W,74.02,GREEN,NS,4.0,0,5.975353437929698,12.975353437929698,71.0,medium
10150,1.0,S,89.34,GREEN,NS,8.0,1,0.15548670243801155,15.155486702438012,76.5,medium
10151,1.0,S,69.95,GREEN,NS,0.5,1,0.04634147523887577,0.04634147523887577,76.5,medium
10152,1.0,S,42.04,GREEN,NS,10.0,1,0.46129677684041326,0.46129677684041326,76.5,medium
10153,1.0,N,47.28,YELLOW,EW,0.0,0,4.723622371750132,22.223622371750132,72.0,medium
10154,1.0,W,79.59,GREEN,NS,3.0,0,6.412130121173874,7.412130121173874,70.5,medium
10155,1.0,N,144.1,GREEN,NS,1.0,1,0.3979137209446435,0.3979137209446435,76.5,medium
10156,1.0,W,124.44,YELLOW,NS,0.0,0,4.561016438114734,0.06101643811473423,72.0,medium
10157,1.0,E,71.82,GREEN,NS,3.5,0,6.182765534258294,15.182765534258294,70.5,medium
10158,1.0,S,49.23,GREEN,NS,28.5,1,0.270457355809107,20.270457355809107,76.5,medium
10159,1.0,N,134.74,GREEN,NS,8.5,1,0.2607047810928691,4.760704781092869,76.5,medium
10160,1.0,S,92.03,ALLRED,EW,1.0,0,0.9699511939262493,12.46995119392625,76.0,medium
10161,1.0,W,151.17,YELLOW,NS,1.5,0,3.325273885738625,5.825273885738625,73.5,medium
10162,1.0,W,155.73,GREEN,NS,2.0,0,7.7721551024090445,1.2721551024090445,69.0,medium
10163,1.0,N,104.18,YELLOW,EW,1.5,0,3.323046260157824,0.3230462601578239,73.5,medium
10164,1.0,S,46.83,GREEN,EW,0.0,0,8.668689384242619,0.1686893842426187,68.0,medium
10165,1.0,N,73.97,GREEN,NS,23.5,1,0.0263492782690804,0.0263492782690804,76.5,medium
10166,1.0,S,150.71,YELLOW,NS,1.5,0,9.787597238763624,0.28759723876362386,67.0,medium
10167,1.0,N,129.06,ALLRED,EW,0.0,0,1.9366492823198769,10.436649282319877,75.0,medium
10168,1.0,N,95.65,GREEN,NS,9.0,1,0.35062472109716225,8.850624721097162,79.5,medium
10169,1.0,W,154.64,YELLOW,NS,0.0,0,4.86327306668872,2.36327306668872,72.0,medium
10170,1.0,W,142.14,GREEN,EW,1.5,1,0.3579167035892965,14.857916703589297,76.5,medium
10171,1.0,S,72.74,GREEN,EW,0.0,0,6.757035520042621,0.25703552004262065,70.0,medium
10172,1.0,N,81.41,GREEN,EW,0.0,0,9.590193091714525,0.09019309171452505,67.0,medium
10173,1.0,E,81.42,YELLOW,NS,0.0,0,4.584679398592002,5.584679398592002,72.0,medium
10174,1.0,E,44.9,ALLRED,EW,0.0,0,11.095337023236922,7.095337023236922,65.5,medium
10175,1.0,S,68.78,ALLRED,EW,0.0,0,1.7210113209970643,0.7210113209970643,75.0,medium
10176,1.0,E,99.77,GREEN,EW,1.0,1,0.2315711142903325,22.231571114290333,76.5,medium
10177,1.0,N,103.41,GREEN,NS,3.0,1,0.08741691729764511,1.0874169172976451,76.5,medium
10178,1.0,N,45.67,YELLOW,NS,1.5,0,11.825682890152244,0.32568289015224394,66.0,medium
10179,1.0,N,62.32,GREEN,EW,1.5,0,5.675502572127613,7.175502572127613,71.0,medium
10180,1.0,N,135.72,GREEN,EW,2.5,0,7.277170319299614,3.777170319299614,69.5,medium
10181,1.0,S,62.63,GREEN,NS,19.0,1,0.3711274353620553,6.871127435362055,76.5,medium
10182,1.0,N,156.79,GREEN,NS,0.5,1,0.205520215439833,17.705520215439833,76.5,medium
10183,1.0,N,130.99,GREEN,NS,6.5,1,0.011908964844252523,8.511908964844253,76.5,medium
10184,1.0,W,118.3,YELLOW,NS,0.0,0,4.7031167426294616,3.7031167426294616,72.0,medium
10185,1.0,W,142.4,YELLOW,EW,1.5,0,12.596608902919485,14.596608902919485,64.0,medium
10186,1.0,E,77.05,YELLOW,NS,1.0,0,3.948699351662029,9.948699351662029,73.0,medium
10187,1.0,W,152.05,YELLOW,NS,0.0,0,4.953688599923083,4.953688599923083,72.0,medium
10188,1.0,E,65.02,YELLOW,NS,0.0,0,4.98104395446623,21.98104395446623,72.0,medium
10189,1.0,N,138.96,GREEN,NS,7.0,1,0.03752161223519579,0.5375216122351958,79.5,medium
10190,1.0,E,133.48,YELLOW,NS,0.0,0,4.52384260330237,0.02384260330236998,72.0,medium
10191,1.0,W,73.01,ALLRED,EW,1.0,0,10.491511382182608,13.991511382182608,66.5,medium
10192,1.0,W,62.8,GREEN,NS,0.0,0,8.698540318976313,0.1985403189763133,68.0,medium
10193,1.0,N,49.55,GREEN,EW,0.0,0,9.9461128520675,19.9461128520675,67.5,medium
10194,1.0,W,63.37,YELLOW,NS,0.0,0,4.631899220372716,0.13189922037271629,72.0,medium
10195,1.0,W,90.4,GREEN,EW,1.0,1,0.10411932214161368,0.10411932214161368,76.5,medium
10196,1.0,S,92.14,YELLOW,EW,2.0,0,2.85615110105563,12.35615110105563,74.0,medium
10197,1.0,N,53.5,GREEN,NS,3.5,1,0.4997132494079892,15.99971324940799,76.5,medium
10198,1.0,W,128.46,YELLOW,NS,2.5,0,2.0426631328757594,0.0426631328757594,74.5,medium
10199,1.0,W,98.85,YELLOW,NS,0.0,0,4.651656122521928,0.15165612252192773,72.0,medium
10200,1.0,S,130.28,YELLOW,NS,1.5,0,12.722910521269256,9.222910521269256,64.5,medium
10201,1.0,N,90.69,GREEN,NS,3.5,1,0.3099403381617094,13.80994033816171,76.5,medium
10202,1.0,E,95.62,YELLOW,EW,2.5,0,11.879744768194485,0.37974476819448455,65.0,medium
10203,1.0,N,43.38,YELLOW,EW,0.0,0,4.624265659833867,0.12426565983386695,72.0,medium
10204,1.0,W,150.05,ALLRED,NS,0.5,0,1.4494970641672467,6.949497064167247,75.5,medium
10205,1.0,S,125.5,GREEN,NS,29.5,1,0.003084262590249409,14.00308426259025,77.5,medium
10206,1.0,N,52.59,GREEN,NS,4.0,1,0.4062233036434151,16.906223303643415,76.5,medium
10207,1.0,W,131.83,YELLOW,EW,0.5,0,13.67403181574349,0.17403181574348991,63.0,medium
10208,1.0,W,71.67,YELLOW,NS,0.0,0,4.826729852719069,15.326729852719069,72.0,medium
10209,1.0,E,59.87,GREEN,EW,3.5,1,0.13435799590455133,0.13435799590455133,76.5,medium
10210,1.0,S,55.95,YELLOW,EW,0.0,0,4.549380256765453,13.549380256765453,72.0,medium
10211,1.0,E,110.31,YELLOW,NS,0.0,0,4.69296774893985,11.69296774893985,72.0,medium
10212,1.0,W,131.8,YELLOW,NS,0.0,0,4.702234795766714,0.20223479576671366,72.0,medium
10213,1.0,S,79.15,GREEN,NS,8.5,1,0.354049359335292,0.354049359335292,76.5,medium
10214,1.0,W,120.17,GREEN,EW,1.5,1,0.3347041091205796,1.8347041091205796,76.5,medium
10215,1.0,W,119.53,GREEN,NS,2.5,0,7.473289680865548,2.4732896808655482,69.5,medium
10216,1.0,W,119.88,ALLRED,EW,1.0,0,7.12143793047332,2.12143793047332,69.5,medium
10217,1.0,S,138.24,ALLRED,NS,0.0,0,11.257632723799588,1.2576327237995883,65.5,medium
10218,1.0,N,89.66,ALLRED,EW,0.0,0,1.8417724485565259,14.841772448556526,75.0,medium
10219,1.0,S,139.62,GREEN,NS,0.0,1,0.3846448498463815,0.3846448498463815,76.5,medium
10220,1.0,S,137.07,GREEN,NS,27.0,1,0.42566680227463394,2.425666802274634,85.5,medium
10221,1.0,N,66.24,YELLOW,EW,2.0,0,2.764169229943491,3.264169229943491,75.0,medium
10222,1.0,E,157.66,YELLOW,EW,2.0,0,12.344233962373892,0.3442339623738917,64.5,medium
10223,1.0,E,120.22,ALLRED,EW,0.5,0,10.779316020995225,1.7793160209952248,66.0,medium
10224,1.0,N,76.92,GREEN,NS,14.0,1,0.0833528379546351,0.0833528379546351,76.5,medium
10225,1.0,N,43.58,GREEN,NS,6.0,1,0.4235973340590462,0.4235973340590462,76.5,medium
10226,1.0,E,101.78,GREEN,EW,1.0,1,0.22230308508486019,20.22230308508486,76.5,medium
10227,1.0,E,42.03,GREEN,NS,4.5,0,5.474980108169582,9.974980108169582,71.5,medium
10228,1.0,E,132.79,GREEN,NS,3.5,0,5.210300100043185,0.21030010004318456,71.5,medium
10229,1.0,E,79.8,YELLOW,NS,0.0,0,4.697148156953546,7.197148156953546,72.0,medium
10230,1.0,W,150.28,GREEN,NS,2.5,0,6.223426438305125,6.723426438305125,70.5,medium
10231,1.0,N,92.12,GREEN,EW,1.0,0,5.875680468992229,12.375680468992229,71.0,medium
10232,1.0,N,75.31,ALLRED,EW,1.0,0,0.6948352951967252,0.19483529519672516,76.0,medium
10233,1.0,E,129.15,YELLOW,NS,2.5,0,2.3502024661303835,0.3502024661303835,74.5,medium
10234,1.0,E,107.42,GREEN,EW,1.0,1,0.08287901691493005,14.58287901691493,76.5,medium
10235,1.0,S,77.58,YELLOW,EW,0.0,0,4.915932523656636,0.415932523656636,72.0,medium
10236,1.0,N,44.28,GREEN,NS,5.5,1,0.22267680244282673,0.22267680244282673,77.5,medium
10237,1.0,S,89.77,YELLOW,EW,1.0,0,3.733542033041374,14.733542033041374,73.0,medium
10238,1.0,E,101.37,YELLOW,NS,0.0,0,4.631407306750873,20.631407306750873,72.0,medium
10239,1.0,S,64.26,GREEN,NS,17.5,1,0.24359771934054208,5.243597719340542,76.5,medium
10240,1.0,S,54.29,YELLOW,EW,2.0,0,2.7084126324147206,15.20841263241472,74.0,medium
10241,1.0,E,84.48,ALLRED,EW,0.0,0,8.02312014092385,2.523120140923851,68.5,medium
10242,1.0,N,75.38,GREEN,NS,1.0,1,0.12224913735946075,0.12224913735946075,76.5,medium
