level,entering_vph,seed,policy,mean_delay,p50_delay,p95_delay,max_delay,mean_through_travel,p95_through_travel,mean_stops,mean_network_queue,max_network_queue,throughput_vph,residual,amb_corridor_time,amb_total_wait
1.4,1794.2,7,relay_isolated,19.3084,18.1,35.8,69.3,31.4389,45.5,1.8851,9.2695,25,1708.2,16,36.0,21.6
1.4,1794.2,7,fixed_webster,32.9482,30.1,65.6,104.3,41.8414,61.5,2.0338,15.933,33,1704.6,19,33.5,19.1
1.4,1794.2,7,fixed_coord,30.4489,27.6,66.6,107.8,38.0564,53.0,1.9968,14.62,31,1706.4,17,24.0,9.6
1.4,1794.2,8,relay_coupled,19.6038,18.6,35.6,91.3,31.9427,44.5,1.8052,9.3778,25,1746.0,5,26.5,12.1
1.4,1794.2,8,relay_isolated,19.4303,18.1,35.6,91.3,31.7241,44.0,1.8016,9.3302,25,1751.4,5,26.5,12.1
1.4,1794.2,8,fixed_webster,33.4008,30.6,69.1,115.8,42.6424,62.5,2.1155,16.3585,32,1729.8,16,33.5,19.1
1.4,1794.2,8,fixed_coord,32.8067,29.1,74.8,126.3,39.6851,56.0,2.0321,15.9985,29,1737.0,14,24.0,9.6
1.4,1794.2,9,relay_coupled,19.8322,18.6,38.1,83.3,32.1284,44.5,1.8714,9.517,22,1735.2,8,19.5,5.1
1.4,1794.2,9,relay_isolated,19.4073,18.3,37.1,76.3,31.8649,44.5,1.8755,9.3285,21,1735.2,8,19.5,5.1
1.4,1794.2,9,fixed_webster,33.6479,31.1,63.6,106.3,42.9068,61.5,2.1148,16.4237,30,1724.4,15,33.5,19.1
1.4,1794.2,9,fixed_coord,32.6666,30.1,69.6,112.8,40.2061,55.5,2.0478,15.952,28,1733.4,8,24.0,9.6
1.4,1794.2,10,relay_coupled,19.386,18.1,37.6,84.3,31.726,44.5,1.7692,9.18,22,1708.2,13,35.0,20.6
1.4,1794.2,10,relay_isolated,19.268,18.1,38.3,84.3,31.6236,44.0,1.7734,9.1233,22,1708.2,13,35.0,20.6
1.4,1794.2,10,fixed_webster,37.1967,33.1,82.8,199.8,43.4842,62.0,2.0827,18.0505,34,1697.4,19,17.5,3.1
1.4,1794.2,10,fixed_coord,36.0905,29.1,90.3,218.3,39.4066,56.5,2.0191,17.4255,36,1695.6,19,24.0,9.6
1.4,1794.2,11,relay_coupled,19.4263,18.1,36.6,95.3,31.9397,44.5,1.8482,9.2063,22,1719.0,9,18.5,4.1
1.4,1794.2,11,relay_isolated,18.6653,17.1,35.1,96.8,30.9079,41.5,1.8259,8.853,21,1726.2,10,18.0,3.6
1.4,1794.2,11,fixed_webster,34.232,32.1,69.1,118.8,43.1387,62.5,2.0751,16.7555,35,1701.0,23,33.5,19.1
1.4,1794.2,11,fixed_coord,33.438,29.1,76.6,133.3,38.5914,55.5,1.9915,16.296,31,1702.8,20,24.0,9.6
1.4,1794.2,12,relay_coupled,19.1918,17.6,37.3,58.3,31.2814,44.5,1.7094,9.0207,22,1697.4,10,35.0,20.6
1.4,1794.2,12,relay_isolated,19.462,17.6,38.3,63.3,31.221,46.5,1.7285,9.1203,22,1697.4,10,35.0,20.6
1.4,1794.2,12,fixed_webster,35.365,32.1,75.1,141.8,41.9864,60.5,2.0032,16.8455,31,1688.4,16,33.5,19.1
1.4,1794.2,12,fixed_coord,34.9727,29.6,86.3,151.3,38.8032,55.5,1.9679,16.6365,30,1681.2,20,24.0,9.6
1.4,1794.2,13,relay_coupled,21.2208,19.3,40.3,93.3,32.8579,47.0,1.8803,10.7628,24,1834.2,11,19.5,5.1
1.4,1794.2,13,relay_isolated,20.5469,19.1,39.6,92.3,32.1737,46.0,1.8436,10.4015,25,1841.4,9,19.5,5.1
1.4,1794.2,13,fixed_webster,37.8727,35.3,84.1,143.8,44.7166,61.5,2.1417,19.477,39,1828.8,19,33.5,19.1
1.4,1794.2,13,fixed_coord,35.2086,29.6,88.6,146.3,38.8583,56.5,1.9951,18.047,33,1827.0,18,24.0,9.6
1.4,1794.2,14,relay_coupled,20.1722,18.1,40.6,71.3,32.6608,49.0,1.8285,9.8375,27,1753.2,12,32.0,17.6
1.4,1794.2,14,relay_isolated,20.0006,18.1,39.1,97.3,31.83,46.0,1.8328,9.7308,24,1755.0,7,21.0,6.6
1.4,1794.2,14,fixed_webster,41.1998,33.1,107.8,208.3,42.4585,61.5,2.1042,20.3555,40,1744.2,12,33.5,19.1
1.4,1794.2,14,fixed_coord,40.4164,30.6,120.3,224.8,39.7808,57.5,2.0362,19.864,34,1742.4,13,24.0,9.6
1.4,1794.2,15,relay_coupled,20.6671,19.3,41.3,65.8,32.7875,48.0,1.8674,9.9605,29,1751.4,6,45.5,31.1
1.4,1794.2,15,relay_isolated,20.5694,19.1,41.6,67.1,32.3401,46.5,1.8634,9.9132,27,1753.2,5,45.5,31.1
1.4,1794.2,15,fixed_webster,42.8312,32.1,128.3,206.3,41.7926,60.5,2.0,21.29,38,1735.2,13,33.5,19.1
1.4,1794.2,15,fixed_coord,42.1539,30.1,127.8,214.3,38.6211,53.5,2.0093,20.8897,38,1735.2,15,24.0,9.6
1.4,1794.2,16,relay_coupled,18.4815,17.1,35.3,73.8,30.7694,44.5,1.7262,8.6463,22,1683.0,7,20.5,6.1
1.4,1794.2,16,relay_isolated,19.1307,17.6,37.1,101.3,31.2567,45.0,1.7861,8.9403,22,1683.0,7,18.0,3.6
1.4,1794.2,16,fixed_webster,45.5413,30.1,203.3,358.3,41.8014,61.5,2.0594,22.2563,42,1666.8,16,17.5,3.1
1.4,1794.2,16,fixed_coord,45.0854,28.1,220.8,366.3,37.551,55.0,1.9611,22.0945,38,1666.8,14,24.0,9.6
1.4,1794.2,17,relay_coupled,20.6499,19.1,37.8,135.3,32.6857,46.0,1.9179,10.1415,26,1776.6,10,35.0,20.6
1.4,1794.2,17,relay_isolated,21.1402,19.1,41.8,137.8,32.3898,46.5,1.9077,10.4055,27,1774.8,12,28.5,14.1
1.4,1794.2,17,fixed_webster,36.9128,32.1,81.3,141.6,42.9523,63.5,2.1087,18.7052,38,1771.2,19,33.5,19.1
1.4,1794.2,17,fixed_coord,36.1185,30.1,91.8,148.6,39.2315,55.5,2.0427,18.2482,34,1769.4,18,24.0,9.6
1.4,1794.2,18,relay_coupled,21.5772,20.1,39.1,114.8,33.2706,47.5,2.006,10.754,26,1791.0,17,33.5,19.1
1.4,1794.2,18,relay_isolated,20.9222,19.3,40.8,87.8,32.3195,45.0,2.0101,10.3825,26,1785.6,13,41.0,26.6
1.4,1794.2,18,fixed_webster,36.2254,32.1,77.1,131.3,42.6233,59.5,2.087,18.4175,35,1780.2,23,33.5,19.1
1.4,1794.2,18,fixed_coord,35.3179,30.3,82.1,126.3,39.2757,57.5,2.0415,17.8715,34,1780.2,24,24.0,9.6
1.4,1794.2,19,relay_coupled,20.4636,19.1,38.6,83.8,32.8658,45.5,1.9479,9.7157,25,1728.0,9,19.5,5.1
1.4,1794.2,19,relay_isolated,19.7582,18.1,39.8,83.3,31.2285,44.0,1.8448,9.3567,26,1728.0,9,18.0,3.6
1.4,1794.2,19,fixed_webster,33.7269,31.6,67.8,108.8,42.9204,60.5,2.0992,16.2437,34,1724.4,9,33.5,19.1
1.4,1794.2,19,fixed_coord,31.3575,27.6,74.1,120.1,37.7465,54.0,1.9727,15.0843,28,1717.2,16,24.0,9.6
