profile,level,total_demand_vph,seed,policy,mean_wait,p50_wait,p95_wait,max_wait,mean_queue,max_queue,throughput_vph,residual_queue,n_vehicles
balanced,1.2,1537.9,16,fixed_equal,12.0256,11.5,23.5,38.5,5.514,14,1656.0,1,684
balanced,1.2,1537.9,16,fixed_webster,11.5439,11.5,22.5,31.0,5.3013,13,1651.2,2,684
balanced,1.2,1537.9,17,relay,12.5062,11.5,26.5,50.0,5.3943,19,1540.8,5,647
balanced,1.2,1537.9,17,fixed_equal,12.7388,13.0,25.5,38.5,5.4967,15,1552.8,3,647
balanced,1.2,1537.9,17,fixed_webster,12.5595,12.5,23.5,41.0,5.4173,14,1543.2,4,647
balanced,1.2,1537.9,18,relay,13.1427,12.5,30.0,46.5,5.6173,15,1524.0,7,641
balanced,1.2,1537.9,18,fixed_equal,12.7956,12.5,24.5,41.5,5.4787,16,1526.4,6,641
balanced,1.2,1537.9,18,fixed_webster,11.7574,11.0,23.0,45.5,5.0317,12,1524.0,7,641
balanced,1.2,1537.9,19,relay,11.9534,11.0,25.0,43.0,5.1357,15,1533.6,6,644
balanced,1.2,1537.9,19,fixed_equal,11.7764,11.5,23.5,35.0,5.067,14,1540.8,4,644
balanced,1.2,1537.9,19,fixed_webster,11.2593,11.5,21.5,34.5,4.8413,14,1536.0,5,644
balanced,1.2,1537.9,20,relay,12.5133,11.0,29.0,55.5,5.325,17,1512.0,11,637
balanced,1.2,1537.9,20,fixed_equal,11.8446,10.5,24.0,40.5,5.0573,15,1526.4,8,637
balanced,1.2,1537.9,20,fixed_webster,11.697,11.5,23.0,48.0,4.9893,14,1516.8,9,637
balanced,1.2,1537.9,21,relay,16.2849,13.0,42.5,71.0,7.0817,20,1564.8,4,651
balanced,1.2,1537.9,21,fixed_equal,13.4908,13.5,26.5,44.5,5.8913,18,1574.4,3,651
balanced,1.2,1537.9,21,fixed_webster,12.9931,12.5,28.5,44.0,5.6607,17,1557.6,7,651
balanced,1.2,1537.9,22,relay,12.8735,12.0,28.0,43.0,5.5917,16,1567.2,1,648
balanced,1.2,1537.9,22,fixed_equal,12.4637,12.0,24.0,34.5,5.4413,14,1562.4,4,648
balanced,1.2,1537.9,22,fixed_webster,11.7917,12.0,22.0,35.0,5.1467,13,1562.4,3,648
balanced,1.2,1537.9,23,relay,13.3622,11.5,32.0,55.5,5.92,20,1564.8,14,664
balanced,1.2,1537.9,23,fixed_equal,11.7907,11.5,24.0,35.0,5.2303,12,1586.4,6,664
balanced,1.2,1537.9,23,fixed_webster,11.628,11.0,23.0,43.5,5.1547,13,1576.8,8,664
balanced,1.2,1537.9,24,relay,11.0026,10.0,24.5,46.0,4.2517,14,1394.4,1,574
balanced,1.2,1537.9,24,fixed_equal,11.534,11.0,23.5,41.0,4.4573,16,1380.0,4,574
balanced,1.2,1537.9,24,fixed_webster,11.162,11.0,21.5,32.5,4.3033,15,1382.4,2,574
balanced,1.2,1537.9,25,relay,12.5951,11.5,27.0,42.5,5.5203,14,1576.8,4,657
balanced,1.2,1537.9,25,fixed_equal,11.6591,11.5,24.5,37.5,5.11,13,1567.2,8,657
balanced,1.2,1537.9,25,fixed_webster,11.7222,11.0,23.0,36.5,5.1343,13,1567.2,4,657
balanced,1.2,1537.9,26,relay,11.5745,10.5,25.5,34.0,4.951,16,1528.8,3,631
balanced,1.2,1537.9,26,fixed_equal,12.7258,13.0,24.0,46.0,5.4423,14,1524.0,8,631
balanced,1.2,1537.9,26,fixed_webster,11.477,11.0,22.0,33.5,4.9293,14,1528.8,4,631
balanced,1.2,1537.9,27,relay,14.9488,13.0,36.5,61.5,6.5323,20,1579.2,1,654
balanced,1.2,1537.9,27,fixed_equal,12.7638,13.0,23.5,33.5,5.584,15,1576.8,3,654
balanced,1.2,1537.9,27,fixed_webster,11.8112,11.5,23.0,37.5,5.167,17,1572.0,3,654
balanced,1.2,1537.9,28,relay,12.6462,11.5,27.0,45.0,5.5503,14,1562.4,10,653
balanced,1.2,1537.9,28,fixed_equal,11.951,11.5,23.5,39.5,5.256,13,1579.2,5,653
balanced,1.2,1537.9,28,fixed_webster,12.2619,12.0,23.0,45.0,5.3813,13,1572.0,5,653
balanced,1.2,1537.9,29,relay,11.8775,11.0,26.0,40.5,5.145,12,1548.0,6,649
balanced,1.2,1537.9,29,fixed_equal,11.2404,10.5,23.5,33.0,4.8717,14,1552.8,6,649
balanced,1.2,1537.9,29,fixed_webster,11.5894,11.0,22.5,36.5,5.017,14,1548.0,6,649
balanced,1.4,1794.2,0,relay,14.3836,13.5,31.5,47.0,6.896,20,1692.0,18,713
balanced,1.4,1794.2,0,fixed_equal,12.561,12.5,25.0,41.0,6.0177,15,1701.6,11,713
balanced,1.4,1794.2,0,fixed_webster,12.683,12.5,24.5,38.0,6.0767,17,1692.0,16,713
balanced,1.4,1794.2,1,relay,16.0319,14.0,35.0,53.5,7.8973,19,1761.6,10,736
balanced,1.4,1794.2,1,fixed_equal,12.9273,12.0,26.5,65.0,6.3757,15,1780.8,2,736
balanced,1.4,1794.2,1,fixed_webster,13.3621,12.0,27.5,63.5,6.587,18,1759.2,8,736
balanced,1.4,1794.2,2,relay,21.1992,18.0,52.0,87.0,10.1787,26,1706.4,12,718
balanced,1.4,1794.2,2,fixed_equal,13.1288,12.5,26.0,43.0,6.301,19,1723.2,6,718
balanced,1.4,1794.2,2,fixed_webster,14.312,14.5,31.0,46.0,6.859,19,1704.0,10,718
balanced,1.4,1794.2,3,relay,20.2567,15.0,64.0,84.5,10.0543,35,1768.8,11,742
balanced,1.4,1794.2,3,fixed_equal,12.8902,12.5,24.5,38.5,6.4007,18,1773.6,7,742
balanced,1.4,1794.2,3,fixed_webster,12.6934,13.0,24.0,37.0,6.3157,16,1776.0,8,742
balanced,1.4,1794.2,4,relay,17.3511,15.0,40.5,64.5,8.7077,24,1776.0,14,752
balanced,1.4,1794.2,4,fixed_equal,13.3118,13.5,25.0,45.0,6.686,16,1783.2,12,752
balanced,1.4,1794.2,4,fixed_webster,13.5253,12.5,27.5,45.5,6.7983,15,1783.2,12,752
balanced,1.4,1794.2,5,relay,18.1372,15.5,43.5,65.5,9.3197,24,1831.2,9,758
balanced,1.4,1794.2,5,fixed_equal,12.3061,12.0,24.5,49.5,6.2997,15,1824.0,10,758
balanced,1.4,1794.2,5,fixed_webster,13.7355,13.0,27.0,46.0,6.992,18,1821.6,8,758
balanced,1.4,1794.2,6,relay,21.5194,18.5,50.5,82.5,11.1193,31,1852.8,7,773
balanced,1.4,1794.2,6,fixed_equal,14.4107,14.0,30.0,47.0,7.451,19,1852.8,5,773
balanced,1.4,1794.2,6,fixed_webster,14.3241,14.0,31.0,43.0,7.3967,19,1852.8,4,773
balanced,1.4,1794.2,7,relay,15.0931,14.0,32.0,48.5,7.419,20,1756.8,7,736
balanced,1.4,1794.2,7,fixed_equal,12.7405,12.5,25.0,40.5,6.2747,16,1759.2,7,736
balanced,1.4,1794.2,7,fixed_webster,12.9599,13.0,24.5,43.5,6.3747,18,1759.2,7,736
balanced,1.4,1794.2,8,relay,16.1137,14.5,38.5,71.0,8.0693,24,1788.0,11,743
balanced,1.4,1794.2,8,fixed_equal,12.8102,13.0,25.5,35.5,6.4063,17,1783.2,9,743
balanced,1.4,1794.2,8,fixed_webster,12.7941,12.0,25.0,39.5,6.3787,16,1785.6,6,743
balanced,1.4,1794.2,9,relay,17.752,16.0,40.0,65.5,8.7903,21,1776.0,5,736
balanced,1.4,1794.2,9,fixed_equal,14.108,13.5,28.5,50.0,6.9847,19,1780.8,4,736
balanced,1.4,1794.2,9,fixed_webster,14.2385,14.0,31.0,59.0,7.022,19,1773.6,4,736
balanced,1.4,1794.2,10,relay,14.8107,14.0,30.0,45.0,7.075,16,1704.0,10,713
balanced,1.4,1794.2,10,fixed_equal,12.5245,12.5,24.0,39.0,5.9723,16,1708.8,6,713
balanced,1.4,1794.2,10,fixed_webster,12.6332,12.5,24.0,38.0,6.016,15,1701.6,7,713
balanced,1.4,1794.2,11,relay,17.9803,16.5,37.0,51.5,9.2487,20,1838.4,10,762
balanced,1.4,1794.2,11,fixed_equal,13.5282,13.0,27.0,46.0,6.9087,17,1840.8,4,762
balanced,1.4,1794.2,11,fixed_webster,13.5899,14.0,26.5,39.0,6.961,17,1831.2,7,762
balanced,1.4,1794.2,12,relay,15.3633,14.5,32.5,46.0,7.657,19,1776.0,12,739
balanced,1.4,1794.2,12,fixed_equal,14.157,14.0,29.5,52.5,7.0187,19,1768.8,12,739
balanced,1.4,1794.2,12,fixed_webster,14.1861,13.5,29.5,49.0,7.079,16,1776.0,8,739
balanced,1.4,1794.2,13,relay,19.6877,17.0,44.0,59.0,10.437,23,1874.4,19,791
balanced,1.4,1794.2,13,fixed_equal,14.1909,14.0,28.5,43.0,7.503,18,1896.0,8,791
balanced,1.4,1794.2,13,fixed_webster,14.0973,13.0,29.5,43.0,7.4793,18,1884.0,12,791
balanced,1.4,1794.2,14,relay,15.5959,13.5,39.0,67.0,7.6293,27,1764.0,2,730
balanced,1.4,1794.2,14,fixed_equal,13.2596,12.5,26.5,52.0,6.508,21,1761.6,6,730
balanced,1.4,1794.2,14,fixed_webster,14.137,14.0,31.5,62.0,6.9203,22,1764.0,2,730
balanced,1.4,1794.2,15,relay,18.6314,15.5,49.0,87.0,9.6963,33,1778.4,10,719
balanced,1.4,1794.2,15,fixed_equal,13.1732,13.0,28.5,43.0,6.481,19,1752.0,6,719
balanced,1.4,1794.2,15,fixed_webster,13.1648,13.0,26.5,44.5,6.5153,19,1737.6,13,719
balanced,1.4,1794.2,16,relay,18.455,16.5,38.5,54.5,9.652,23,1864.8,11,778
balanced,1.4,1794.2,16,fixed_equal,13.3014,13.0,25.5,43.5,6.9353,16,1867.2,6,778
balanced,1.4,1794.2,16,fixed_webster,14.0154,14.5,28.0,43.5,7.32,16,1874.4,3,778
balanced,1.4,1794.2,17,relay,16.2825,14.5,37.0,60.0,8.0613,23,1764.0,9,738
balanced,1.4,1794.2,17,fixed_equal,12.5373,12.0,25.0,43.0,6.172,20,1771.2,4,738
balanced,1.4,1794.2,17,fixed_webster,12.7575,12.0,26.0,37.5,6.2767,17,1759.2,5,738
balanced,1.4,1794.2,18,relay,16.3165,15.5,33.0,63.0,7.988,21,1737.6,12,733
balanced,1.4,1794.2,18,fixed_equal,13.0553,12.5,25.0,49.0,6.401,20,1744.8,8,733
balanced,1.4,1794.2,18,fixed_webster,12.9659,12.0,27.0,61.5,6.3513,17,1742.4,10,733
balanced,1.4,1794.2,19,relay,16.8815,15.5,35.5,53.0,8.4093,21,1780.8,8,747
balanced,1.4,1794.2,19,fixed_equal,13.1807,13.0,25.5,38.5,6.5833,18,1797.6,5,747
balanced,1.4,1794.2,19,fixed_webster,12.5703,12.5,24.5,42.5,6.2647,15,1778.4,7,747
balanced,1.4,1794.2,20,relay,15.2305,13.5,37.5,54.5,7.4587,20,1737.6,13,731
balanced,1.4,1794.2,20,fixed_equal,12.8427,13.0,24.5,38.0,6.274,15,1740.0,11,731
balanced,1.4,1794.2,20,fixed_webster,13.0773,13.0,25.5,42.0,6.401,16,1740.0,11,731
balanced,1.4,1794.2,21,relay,20.0553,16.5,53.0,68.5,10.0707,27,1795.2,8,751
balanced,1.4,1794.2,21,fixed_equal,13.6778,12.5,26.5,46.0,6.9023,22,1792.8,12,751
balanced,1.4,1794.2,21,fixed_webster,13.1911,12.5,26.0,40.5,6.6327,20,1790.4,10,751
balanced,1.4,1794.2,22,relay,15.5511,14.5,31.0,57.0,7.77,18,1788.0,7,744
balanced,1.4,1794.2,22,fixed_equal,13.1028,13.0,25.5,44.5,6.551,16,1785.6,9,744
balanced,1.4,1794.2,22,fixed_webster,13.0739,12.5,26.0,42.5,6.5213,15,1783.2,7,744
balanced,1.4,1794.2,23,relay,18.261,16.5,38.5,54.5,9.482,25,1855.2,10,776
balanced,1.4,1794.2,23,fixed_equal,13.7468,14.0,26.5,41.5,7.131,20,1852.8,10,776
balanced,1.4,1794.2,23,fixed_webster,13.4001,13.5,27.0,45.5,6.9827,19,1860.0,8,776
balanced,1.4,1794.2,24,relay,15.8308,13.5,42.5,60.0,7.109,23,1620.0,3,665
balanced,1.4,1794.2,24,fixed_equal,11.5842,11.0,24.0,43.5,5.167,14,1612.8,3,665
balanced,1.4,1794.2,24,fixed_webster,12.7722,13.0,25.0,43.5,5.6993,17,1596.0,6,665
balanced,1.4,1794.2,25,relay,17.0279,15.5,37.0,60.0,8.57,21,1807.2,4,754
balanced,1.4,1794.2,25,fixed_equal,13.7228,14.0,27.5,42.5,6.9,16,1802.4,6,754
balanced,1.4,1794.2,25,fixed_webster,14.1532,14.5,29.0,42.5,7.1423,19,1802.4,7,754
balanced,1.4,1794.2,26,relay,17.9153,15.5,39.5,70.0,8.9777,22,1788.0,9,738
balanced,1.4,1794.2,26,fixed_equal,13.1924,13.0,25.5,38.5,6.5533,18,1785.6,6,738
balanced,1.4,1794.2,26,fixed_webster,13.8306,14.0,28.0,43.0,6.9097,17,1778.4,10,738
balanced,1.4,1794.2,27,relay,20.8603,18.0,48.0,83.5,10.5317,26,1814.4,3,755
balanced,1.4,1794.2,27,fixed_equal,13.2066,13.5,27.0,48.5,6.6997,18,1824.0,4,755
balanced,1.4,1794.2,27,fixed_webster,13.6026,13.5,26.5,53.0,6.8923,19,1816.8,3,755
balanced,1.4,1794.2,28,relay,19.8999,16.5,46.5,77.0,10.4963,25,1876.8,15,779
balanced,1.4,1794.2,28,fixed_equal,13.4166,14.0,25.5,45.0,7.0133,19,1874.4,9,779
balanced,1.4,1794.2,28,fixed_webster,14.2965,14.5,29.0,50.5,7.4843,18,1874.4,5,779
balanced,1.4,1794.2,29,relay,18.6039,16.0,44.5,66.5,9.5007,26,1831.2,5,765
balanced,1.4,1794.2,29,fixed_equal,13.5654,14.0,28.0,62.0,6.9297,22,1840.8,4,765
balanced,1.4,1794.2,29,fixed_webster,13.5961,12.5,30.5,58.0,6.979,25,1840.8,4,765
single,0.6,766.8,0,relay,4.9888,4.0,12.0,19.5,1.04,6,748.8,1,312
single,0.6,766.8,0,fixed_equal,12.3061,11.5,24.0,42.0,2.56,10,746.4,2,312
single,0.6,766.8,0,fixed_webster,8.2452,6.0,20.5,35.0,1.726,7,751.2,0,312
single,0.6,766.8,1,relay,5.7785,5.5,14.0,27.5,1.252,9,770.4,4,325
single,0.6,766.8,1,fixed_equal,13.9477,13.5,30.0,40.0,3.033,12,772.8,5,325
single,0.6,766.8,1,fixed_webster,8.6969,6.5,24.5,37.0,1.896,8,770.4,6,325
single,0.6,766.8,2,relay,5.1794,4.0,12.5,21.5,1.0883,6,758.4,0,315
single,0.6,766.8,2,fixed_equal,13.7746,14.0,27.0,35.0,2.9037,11,760.8,0,315
single,0.6,766.8,2,fixed_webster,8.554,7.0,24.0,40.0,1.8073,8,758.4,0,315
single,0.6,766.8,3,relay,5.634,5.5,13.5,19.0,1.2093,7,768.0,2,321
single,0.6,766.8,3,fixed_equal,17.5031,14.0,55.5,77.5,3.7563,17,765.6,3,321
single,0.6,766.8,3,fixed_webster,9.1184,8.5,21.5,38.5,1.9623,11,772.8,0,321
single,0.6,766.8,4,relay,5.2192,5.5,12.0,20.0,1.103,5,758.4,1,317
single,0.6,766.8,4,fixed_equal,13.8328,13.0,29.5,53.5,2.946,13,763.2,1,317
single,0.6,766.8,4,fixed_webster,9.8975,9.5,24.5,41.5,2.0917,10,758.4,1,317
single,0.6,766.8,5,relay,5.4146,5.5,12.0,22.0,1.2027,8,794.4,1,328
single,0.6,766.8,5,fixed_equal,13.9253,14.0,29.0,42.0,3.0787,10,789.6,3,328
single,0.6,766.8,5,fixed_webster,8.1997,6.0,24.5,49.0,1.817,7,789.6,2,328
single,0.6,766.8,6,relay,5.1877,5.0,12.0,15.5,1.1517,6,792.0,3,333
single,0.6,766.8,6,fixed_equal,13.6321,13.5,30.5,37.5,3.0263,11,784.8,6,333
single,0.6,766.8,6,fixed_webster,8.0285,5.5,24.5,31.5,1.7823,8,794.4,2,333
single,0.6,766.8,7,relay,5.2192,4.5,12.5,19.5,1.106,6,763.2,0,317
single,0.6,766.8,7,fixed_equal,12.8833,12.0,24.0,40.5,2.7227,9,760.8,1,317
single,0.6,766.8,7,fixed_webster,9.1498,7.5,24.5,37.5,1.966,9,768.0,0,317
single,0.6,766.8,8,relay,5.132,4.5,12.5,25.5,1.1017,7,772.8,0,322
single,0.6,766.8,8,fixed_equal,14.9472,15.0,39.0,66.5,3.2193,15,770.4,2,322
single,0.6,766.8,8,fixed_webster,8.9208,7.5,22.5,38.0,1.915,9,772.8,0,322
single,0.6,766.8,9,relay,5.1687,4.5,13.0,16.5,1.1133,8,770.4,3,323
single,0.6,766.8,9,fixed_equal,13.8808,12.5,32.5,49.5,2.9997,13,770.4,3,323
single,0.6,766.8,9,fixed_webster,8.5402,8.0,19.5,35.5,1.8393,8,772.8,2,323
single,0.6,766.8,10,relay,5.8252,6.0,13.0,23.0,1.2687,6,784.8,0,326
single,0.6,766.8,10,fixed_equal,14.5629,15.0,33.5,43.0,3.186,12,784.8,1,326
single,0.6,766.8,10,fixed_webster,9.5215,9.0,24.5,43.0,2.0803,9,784.8,0,326
single,0.6,766.8,11,relay,5.9478,5.0,14.5,28.0,1.3283,7,801.6,1,335
single,0.6,766.8,11,fixed_equal,14.5716,13.0,32.5,49.0,3.3507,13,816.0,2,335
single,0.6,766.8,11,fixed_webster,8.7806,7.0,22.5,48.0,1.9633,9,806.4,1,335
single,0.6,766.8,12,relay,5.3407,5.0,12.5,26.0,1.1287,7,758.4,1,317
single,0.6,766.8,12,fixed_equal,17.5142,14.0,56.0,83.0,3.7013,18,756.0,2,317
single,0.6,766.8,12,fixed_webster,8.7224,7.5,23.5,39.0,1.8433,9,758.4,1,317
single,0.6,766.8,13,relay,5.0285,3.5,13.0,29.0,1.1807,6,840.0,2,351
single,0.6,766.8,13,fixed_equal,17.953,16.5,41.5,53.0,4.2833,14,852.0,2,351
single,0.6,766.8,13,fixed_webster,9.416,8.5,24.5,50.0,2.2143,11,840.0,2,351
single,0.6,766.8,14,relay,6.1662,6.0,14.0,26.5,1.3757,8,801.6,1,334
single,0.6,766.8,14,fixed_equal,14.2425,14.5,27.0,43.0,3.1937,10,799.2,3,334
single,0.6,766.8,14,fixed_webster,9.1751,7.0,25.5,62.0,2.054,9,799.2,2,334
single,0.6,766.8,15,relay,5.2093,4.5,13.5,17.0,1.1397,9,763.2,1,313
single,0.6,766.8,15,fixed_equal,13.2764,12.5,28.5,39.5,2.8447,11,763.2,4,313
single,0.6,766.8,15,fixed_webster,8.2236,6.5,20.0,43.5,1.772,7,760.8,1,313
single,0.6,766.8,16,relay,5.7141,5.5,13.0,26.5,1.276,6,801.6,1,334
single,0.6,766.8,16,fixed_equal,14.5883,13.0,33.0,56.0,3.259,12,801.6,1,334
single,0.6,766.8,16,fixed_webster,8.8473,7.5,23.0,44.5,1.9817,9,804.0,1,334
single,0.6,766.8,17,relay,5.6931,5.0,13.0,25.5,1.2677,7,801.6,0,334
single,0.6,766.8,17,fixed_equal,13.2126,13.5,29.0,38.0,2.942,10,796.8,2,334
single,0.6,766.8,17,fixed_webster,9.3323,8.0,25.0,39.5,2.078,11,801.6,0,334
single,0.6,766.8,18,relay,4.5397,3.0,12.0,18.0,0.914,5,722.4,1,302
single,0.6,766.8,18,fixed_equal,12.053,12.0,23.5,28.0,2.4267,9,717.6,3,302
single,0.6,766.8,18,fixed_webster,8.654,6.0,26.5,41.0,1.7423,7,720.0,2,302
single,0.6,766.8,19,relay,5.1109,4.0,12.5,18.5,1.0917,7,770.4,0,320
single,0.6,766.8,19,fixed_equal,15.0719,14.5,35.5,48.5,3.2157,10,770.4,0,320
single,0.6,766.8,19,fixed_webster,8.5391,7.0,21.5,39.0,1.845,8,772.8,0,320
single,0.6,766.8,20,relay,5.2123,4.5,12.5,21.0,0.9903,8,681.6,1,285
single,0.6,766.8,20,fixed_equal,11.886,10.5,25.0,34.0,2.2937,8,688.8,1,285
single,0.6,766.8,20,fixed_webster,8.0842,6.0,20.0,39.5,1.536,8,681.6,1,285
single,0.6,766.8,21,relay,6.8471,6.0,16.5,28.0,1.559,11,818.4,1,340
single,0.6,766.8,21,fixed_equal,22.7588,19.5,54.0,77.0,5.1693,18,816.0,1,340
single,0.6,766.8,21,fixed_webster,9.0088,8.0,23.0,48.5,2.053,11,816.0,1,340
single,0.6,766.8,22,relay,5.6149,4.5,13.5,22.5,1.163,7,746.4,0,309
single,0.6,766.8,22,fixed_equal,13.2945,13.5,27.0,40.0,2.7593,10,744.0,1,309
single,0.6,766.8,22,fixed_webster,9.0777,7.5,25.5,44.0,1.8817,9,744.0,1,309
single,0.6,766.8,23,relay,6.0799,6.0,13.0,25.0,1.37,6,808.8,1,338
single,0.6,766.8,23,fixed_equal,13.3225,13.5,31.0,39.0,3.0247,11,813.6,1,338
single,0.6,766.8,23,fixed_webster,9.3713,7.0,24.5,47.0,2.1117,8,808.8,1,338
single,0.6,766.8,24,relay,4.9127,3.5,12.0,19.5,0.9577,6,705.6,0,292
single,0.6,766.8,24,fixed_equal,12.5051,12.5,25.5,36.0,2.5627,9,720.0,0,292
single,0.6,766.8,24,fixed_webster,9.1901,7.0,25.5,43.0,1.7943,9,705.6,1,292
single,0.6,766.8,25,relay,5.8284,6.0,13.5,17.0,1.1773,7,727.2,0,303
single,0.6,766.8,25,fixed_equal,14.1089,15.0,29.5,45.5,2.8607,10,729.6,0,303
single,0.6,766.8,25,fixed_webster,9.2607,8.0,27.0,44.0,1.8707,7,727.2,0,303
single,0.6,766.8,26,relay,5.7318,5.5,13.0,20.5,1.2863,7,801.6,0,330
single,0.6,766.8,26,fixed_equal,13.7879,13.5,29.0,42.0,3.0833,10,801.6,1,330
single,0.6,766.8,26,fixed_webster,8.6273,6.5,23.5,45.5,1.9323,7,799.2,0,330
single,0.6,766.8,27,relay,5.0721,3.5,12.5,15.5,1.0653,8,753.6,0,312
single,0.6,766.8,27,fixed_equal,12.4696,12.0,25.5,35.0,2.6157,9,756.0,0,312
single,0.6,766.8,27,fixed_webster,8.5096,7.0,21.0,34.5,1.7817,8,753.6,0,312
single,0.6,766.8,28,relay,5.9164,6.0,13.5,25.5,1.345,7,816.0,1,341
single,0.6,766.8,28,fixed_equal,15.7331,16.5,36.0,50.5,3.5767,10,816.0,1,341
single,0.6,766.8,28,fixed_webster,8.5836,7.0,26.0,38.5,1.9513,9,816.0,1,341
single,0.6,766.8,29,relay,6.2421,6.0,13.5,29.5,1.4647,7,847.2,0,349
single,0.6,766.8,29,fixed_equal,15.9155,15.0,36.5,52.0,3.7353,11,847.2,0,349
single,0.6,766.8,29,fixed_webster,8.5587,7.0,23.0,50.5,2.015,8,844.8,0,349
single,0.8,1022.4,0,relay,6.114,5.5,14.5,39.5,1.8057,10,1046.4,7,443
single,0.8,1022.4,0,fixed_equal,36.8815,37.5,78.0,89.0,11.0993,30,1017.6,30,443
single,0.8,1022.4,0,fixed_webster,10.2833,10.0,22.5,33.0,3.0417,10,1046.4,8,443
single,0.8,1022.4,1,relay,6.7211,6.0,16.0,23.5,1.9803,10,1058.4,2,441
single,0.8,1022.4,1,fixed_equal,65.6814,77.0,124.0,148.0,19.3557,32,1048.8,9,441
single,0.8,1022.4,1,fixed_webster,11.0102,10.0,29.0,51.0,3.2417,12,1056.0,3,441
single,0.8,1022.4,2,relay,6.359,6.0,14.5,22.0,1.7957,8,1017.6,0,422
single,0.8,1022.4,2,fixed_equal,27.0592,22.0,61.5,78.5,7.6483,18,1015.2,2,422
single,0.8,1022.4,2,fixed_webster,9.5758,8.0,27.5,58.0,2.7047,9,1017.6,0,422
single,0.8,1022.4,3,relay,7.0283,6.0,17.5,28.0,2.0733,8,1056.0,3,442
single,0.8,1022.4,3,fixed_equal,46.0826,25.5,112.0,129.0,13.5897,29,1008.0,23,442
single,0.8,1022.4,3,fixed_webster,9.7681,7.5,28.0,54.5,2.883,12,1051.2,5,442
single,0.8,1022.4,4,relay,6.5724,6.0,14.5,35.5,1.906,7,1039.2,2,435
single,0.8,1022.4,4,fixed_equal,23.7805,18.5,64.5,92.5,6.9177,20,1041.6,3,435
single,0.8,1022.4,4,fixed_webster,9.669,7.5,27.0,46.5,2.8147,11,1041.6,3,435
single,0.8,1022.4,5,relay,6.0585,6.0,13.0,24.0,1.696,10,1008.0,0,419
single,0.8,1022.4,5,fixed_equal,17.6909,16.0,40.5,56.5,4.9897,15,1012.8,2,419
single,0.8,1022.4,5,fixed_webster,9.8532,8.5,27.5,45.0,2.821,9,1008.0,3,419
single,0.8,1022.4,6,relay,7.2534,6.0,17.0,32.0,2.1423,10,1065.6,0,442
single,0.8,1022.4,6,fixed_equal,41.6425,38.0,93.5,110.0,12.7483,25,1060.8,18,442
single,0.8,1022.4,6,fixed_webster,10.1278,9.0,25.5,55.0,3.0177,10,1068.0,1,442
single,0.8,1022.4,7,relay,7.1917,6.0,17.5,25.0,2.1403,10,1065.6,3,446
single,0.8,1022.4,7,fixed_equal,41.102,32.5,104.5,121.5,12.2317,28,1041.6,13,446
single,0.8,1022.4,7,fixed_webster,10.4025,9.0,26.5,52.0,3.093,10,1063.2,3,446
single,0.8,1022.4,8,relay,6.2876,5.0,18.0,38.5,1.7563,12,1005.6,0,419
single,0.8,1022.4,8,fixed_equal,25.2005,21.5,61.5,92.5,7.0747,20,991.2,9,419
single,0.8,1022.4,8,fixed_webster,10.2864,9.0,27.0,45.0,2.8837,13,1010.4,0,419
single,0.8,1022.4,9,relay,6.4697,6.0,14.5,22.5,1.8517,8,1027.2,2,429
single,0.8,1022.4,9,fixed_equal,27.4883,23.5,60.0,77.5,7.8733,19,998.4,16,429
single,0.8,1022.4,9,fixed_webster,9.6597,9.5,21.5,41.5,2.7873,9,1027.2,3,429
single,0.8,1022.4,10,relay,7.4211,6.5,16.5,30.5,2.1367,11,1034.4,3,431
single,0.8,1022.4,10,fixed_equal,29.0325,23.5,76.0,103.5,8.4023,22,1012.8,14,431
single,0.8,1022.4,10,fixed_webster,8.8353,7.0,23.5,43.5,2.5493,10,1029.6,4,431
single,0.8,1022.4,11,relay,7.426,6.5,17.0,35.5,2.0783,9,1005.6,1,419
single,0.8,1022.4,11,fixed_equal,17.8544,17.0,44.0,58.0,5.0853,14,1020.0,1,419
single,0.8,1022.4,11,fixed_webster,9.6551,8.0,28.5,49.5,2.7123,10,1010.4,1,419
single,0.8,1022.4,12,relay,6.6534,6.0,15.5,30.5,1.9553,8,1046.4,5,440
single,0.8,1022.4,12,fixed_equal,35.883,35.0,73.5,95.5,10.537,20,1022.4,16,440
single,0.8,1022.4,12,fixed_webster,9.2989,8.5,23.0,46.5,2.756,10,1048.8,6,440
single,0.8,1022.4,13,relay,8.0526,7.5,18.5,37.5,2.451,11,1096.8,0,456
single,0.8,1022.4,13,fixed_equal,53.0877,54.0,111.0,129.5,16.4323,30,1077.6,20,456
single,0.8,1022.4,13,fixed_webster,9.7226,8.5,24.5,47.0,2.965,10,1092.0,3,456
single,0.8,1022.4,14,relay,6.7553,6.0,15.0,34.0,2.1083,9,1118.4,3,468
single,0.8,1022.4,14,fixed_equal,72.2265,88.0,138.0,153.0,22.8147,41,1070.4,34,468
single,0.8,1022.4,14,fixed_webster,9.6218,7.5,27.5,52.0,3.0193,10,1120.8,4,468
single,0.8,1022.4,15,relay,7.4172,6.0,16.5,30.5,2.1673,10,1036.8,3,429
single,0.8,1022.4,15,fixed_equal,27.4452,25.5,62.5,96.5,7.9973,20,1039.2,9,429
single,0.8,1022.4,15,fixed_webster,9.8555,8.0,27.0,53.0,2.8873,10,1024.8,6,429
single,0.8,1022.4,16,relay,6.9179,6.0,16.0,37.0,1.9497,9,1010.4,2,420
