profile,level,total_demand_vph,seed,policy,mean_wait,p50_wait,p95_wait,max_wait,mean_queue,max_queue,throughput_vph,residual_queue,n_vehicles
asymmetric,1.0,1278.0,23,fixed_equal,14.8644,15.0,31.5,42.0,5.5993,19,1341.6,6,564
asymmetric,1.0,1278.0,23,fixed_webster,8.8005,7.0,22.5,40.5,3.31,11,1339.2,7,564
asymmetric,1.0,1278.0,24,relay,6.7352,6.0,14.5,30.0,2.139,8,1147.2,1,472
asymmetric,1.0,1278.0,24,fixed_equal,14.268,13.5,31.5,51.0,4.6087,15,1154.4,2,472
asymmetric,1.0,1278.0,24,fixed_webster,9.4767,7.5,26.0,46.5,3.0147,11,1142.4,2,472
asymmetric,1.0,1278.0,25,relay,7.3382,6.0,16.0,30.0,2.528,11,1243.2,1,516
asymmetric,1.0,1278.0,25,fixed_equal,13.749,13.0,31.5,47.5,4.7407,15,1236.0,3,516
asymmetric,1.0,1278.0,25,fixed_webster,9.5194,8.0,27.0,59.0,3.279,10,1240.8,2,516
asymmetric,1.0,1278.0,26,relay,6.5397,6.0,14.5,23.5,2.372,9,1303.2,1,541
asymmetric,1.0,1278.0,26,fixed_equal,14.0296,12.5,32.5,50.0,5.1943,15,1315.2,3,541
asymmetric,1.0,1278.0,26,fixed_webster,9.6959,8.0,26.0,60.5,3.5313,10,1296.0,8,541
asymmetric,1.0,1278.0,27,relay,6.4426,6.0,15.5,28.0,2.2893,10,1274.4,3,531
asymmetric,1.0,1278.0,27,fixed_equal,13.742,13.0,31.5,54.5,4.9003,17,1272.0,4,531
asymmetric,1.0,1278.0,27,fixed_webster,9.5537,9.0,24.0,49.5,3.399,13,1264.8,7,531
asymmetric,1.0,1278.0,28,relay,6.9291,6.0,16.0,24.5,2.5623,9,1334.4,0,550
asymmetric,1.0,1278.0,28,fixed_equal,14.0245,13.5,28.0,52.5,5.2297,15,1329.6,4,550
asymmetric,1.0,1278.0,28,fixed_webster,9.1173,8.0,23.5,44.5,3.37,10,1332.0,1,550
asymmetric,1.0,1278.0,29,relay,7.8461,7.5,18.5,32.0,2.8103,11,1286.4,2,536
asymmetric,1.0,1278.0,29,fixed_equal,11.9785,12.0,24.5,38.5,4.2913,15,1284.0,3,536
asymmetric,1.0,1278.0,29,fixed_webster,9.5774,8.5,27.0,45.5,3.4337,11,1293.6,2,536
asymmetric,1.2,1533.6,0,relay,7.1382,6.5,16.5,30.0,2.9043,12,1456.8,3,608
asymmetric,1.2,1533.6,0,fixed_equal,15.9342,16.0,33.0,52.0,6.624,18,1480.8,2,608
asymmetric,1.2,1533.6,0,fixed_webster,9.7089,8.5,27.5,48.5,3.9437,13,1454.4,4,608
asymmetric,1.2,1533.6,1,relay,7.7677,6.5,20.0,38.5,3.3653,15,1560.0,1,648
asymmetric,1.2,1533.6,1,fixed_equal,25.3071,18.5,82.0,104.5,10.9537,28,1552.8,4,648
asymmetric,1.2,1533.6,1,fixed_webster,10.0015,8.5,27.0,45.5,4.3513,13,1550.4,6,648
asymmetric,1.2,1533.6,2,relay,8.0348,7.0,18.0,35.0,3.415,11,1521.6,5,633
asymmetric,1.2,1533.6,2,fixed_equal,16.7654,17.0,37.0,56.0,7.2987,19,1521.6,11,633
asymmetric,1.2,1533.6,2,fixed_webster,10.0087,7.5,28.5,46.0,4.2767,12,1516.8,6,633
asymmetric,1.2,1533.6,3,relay,8.5135,7.5,21.5,37.5,3.798,17,1588.8,8,668
asymmetric,1.2,1533.6,3,fixed_equal,16.3346,16.0,36.0,54.5,7.2963,16,1588.8,10,668
asymmetric,1.2,1533.6,3,fixed_webster,10.9409,9.5,31.0,60.5,4.9247,18,1600.8,5,668
asymmetric,1.2,1533.6,4,relay,8.5801,7.5,20.5,42.5,3.5693,17,1490.4,3,624
asymmetric,1.2,1533.6,4,fixed_equal,15.8518,15.0,36.5,52.0,6.5943,18,1490.4,3,624
asymmetric,1.2,1533.6,4,fixed_webster,11.8726,8.5,37.0,67.5,4.9467,17,1490.4,4,624
asymmetric,1.2,1533.6,5,relay,8.6448,8.0,19.5,34.0,3.829,13,1588.8,5,663
asymmetric,1.2,1533.6,5,fixed_equal,20.8062,17.0,59.5,79.0,9.27,23,1593.6,6,663
asymmetric,1.2,1533.6,5,fixed_webster,10.9849,9.5,28.5,52.5,4.8703,15,1586.4,5,663
asymmetric,1.2,1533.6,6,relay,8.6461,7.5,21.5,36.5,3.805,14,1576.8,3,657
asymmetric,1.2,1533.6,6,fixed_equal,21.1385,17.5,61.0,85.5,9.325,23,1550.4,18,657
asymmetric,1.2,1533.6,6,fixed_webster,13.0107,9.5,47.0,108.0,5.714,16,1576.8,3,657
asymmetric,1.2,1533.6,7,relay,8.1659,7.0,18.5,36.0,3.6023,14,1581.6,4,660
asymmetric,1.2,1533.6,7,fixed_equal,23.8644,22.5,52.0,74.0,10.5333,21,1574.4,7,660
asymmetric,1.2,1533.6,7,fixed_webster,10.3561,9.5,27.5,50.5,4.5643,14,1584.0,2,660
asymmetric,1.2,1533.6,8,relay,8.5367,8.0,19.0,30.0,3.6637,14,1545.6,1,640
asymmetric,1.2,1533.6,8,fixed_equal,20.3469,18.0,47.0,72.0,8.7613,22,1548.0,3,640
asymmetric,1.2,1533.6,8,fixed_webster,11.4812,9.5,31.5,86.5,4.9433,15,1540.8,2,640
asymmetric,1.2,1533.6,9,relay,6.9976,6.0,16.0,35.0,2.975,11,1519.2,5,637
asymmetric,1.2,1533.6,9,fixed_equal,18.927,17.5,46.0,67.5,8.1207,20,1526.4,8,637
asymmetric,1.2,1533.6,9,fixed_webster,9.8344,8.0,27.5,72.5,4.191,13,1526.4,3,637
asymmetric,1.2,1533.6,10,relay,8.662,8.0,18.0,36.0,3.7047,13,1536.0,2,639
asymmetric,1.2,1533.6,10,fixed_equal,23.7003,17.5,79.5,114.5,10.371,32,1550.4,5,639
asymmetric,1.2,1533.6,10,fixed_webster,10.1628,8.5,27.0,51.0,4.3493,13,1540.8,2,639
asymmetric,1.2,1533.6,11,relay,8.5334,8.0,19.0,39.0,3.774,13,1591.2,1,658
asymmetric,1.2,1533.6,11,fixed_equal,22.6527,18.0,66.0,87.5,10.0297,25,1586.4,5,658
asymmetric,1.2,1533.6,11,fixed_webster,9.6649,7.5,27.5,57.5,4.2577,13,1586.4,1,658
asymmetric,1.2,1533.6,12,relay,8.6466,8.5,20.0,40.0,3.795,14,1574.4,3,655
asymmetric,1.2,1533.6,12,fixed_equal,18.3305,18.0,39.0,58.5,8.0887,23,1560.0,14,655
asymmetric,1.2,1533.6,12,fixed_webster,10.2557,8.0,28.5,59.0,4.495,15,1572.0,2,655
asymmetric,1.2,1533.6,13,relay,8.314,7.5,17.0,26.5,3.6423,12,1555.2,10,656
asymmetric,1.2,1533.6,13,fixed_equal,16.9817,16.0,43.0,61.5,7.4717,23,1567.2,8,656
asymmetric,1.2,1533.6,13,fixed_webster,10.3582,9.0,28.5,53.5,4.5467,14,1557.6,9,656
asymmetric,1.2,1533.6,14,relay,8.3858,7.5,19.5,36.5,3.5907,11,1538.4,2,635
asymmetric,1.2,1533.6,14,fixed_equal,15.7189,15.5,35.0,44.5,6.6897,19,1528.8,4,635
asymmetric,1.2,1533.6,14,fixed_webster,10.8488,9.5,28.5,54.0,4.654,12,1533.6,2,635
asymmetric,1.2,1533.6,15,relay,7.9749,6.5,19.0,37.5,3.4913,13,1543.2,6,637
asymmetric,1.2,1533.6,15,fixed_equal,21.9765,20.0,52.0,71.5,9.6337,23,1545.6,11,637
asymmetric,1.2,1533.6,15,fixed_webster,10.7904,9.0,28.5,55.0,4.6973,12,1538.4,7,637
asymmetric,1.2,1533.6,16,relay,9.3862,9.0,21.0,33.0,4.3267,13,1656.0,4,690
asymmetric,1.2,1533.6,16,fixed_equal,17.9862,16.5,43.0,62.5,8.2967,23,1648.8,6,690
asymmetric,1.2,1533.6,16,fixed_webster,12.7587,10.0,42.5,77.5,5.9603,18,1663.2,4,690
asymmetric,1.2,1533.6,17,relay,8.9931,8.0,22.0,34.0,3.915,14,1562.4,2,653
asymmetric,1.2,1533.6,17,fixed_equal,15.0636,15.5,30.5,52.5,6.628,17,1576.8,2,653
asymmetric,1.2,1533.6,17,fixed_webster,11.0926,9.5,31.0,60.0,4.829,18,1562.4,2,653
asymmetric,1.2,1533.6,18,relay,8.2159,7.5,19.5,44.5,3.622,14,1584.0,2,660
asymmetric,1.2,1533.6,18,fixed_equal,15.572,15.0,31.5,52.0,6.8623,16,1574.4,5,660
asymmetric,1.2,1533.6,18,fixed_webster,10.4167,8.5,28.0,81.5,4.591,13,1579.2,3,660
asymmetric,1.2,1533.6,19,relay,7.5278,7.0,16.5,31.5,3.0793,14,1476.0,2,612
asymmetric,1.2,1533.6,19,fixed_equal,14.3799,14.5,31.0,47.0,5.913,17,1471.2,4,612
asymmetric,1.2,1533.6,19,fixed_webster,10.2557,8.5,28.5,54.5,4.2,15,1468.8,3,612
asymmetric,1.2,1533.6,20,relay,7.9658,7.0,17.5,36.5,3.4183,14,1548.0,2,643
asymmetric,1.2,1533.6,20,fixed_equal,17.528,16.5,41.0,60.0,7.6803,20,1552.8,7,643
asymmetric,1.2,1533.6,20,fixed_webster,10.7776,9.5,28.5,58.0,4.6347,12,1540.8,3,643
asymmetric,1.2,1533.6,21,relay,9.8756,9.0,22.0,46.5,4.378,15,1581.6,7,663
asymmetric,1.2,1533.6,21,fixed_equal,21.6003,18.0,61.0,85.0,9.5833,25,1591.2,4,663
asymmetric,1.2,1533.6,21,fixed_webster,10.8039,10.0,28.5,49.0,4.7907,16,1584.0,6,663
asymmetric,1.2,1533.6,22,relay,8.124,7.5,18.0,34.5,3.3563,13,1485.6,1,617
asymmetric,1.2,1533.6,22,fixed_equal,20.141,19.0,46.0,69.5,8.3637,22,1490.4,3,617
asymmetric,1.2,1533.6,22,fixed_webster,10.3233,8.0,28.5,60.0,4.254,12,1478.4,2,617
asymmetric,1.2,1533.6,23,relay,7.6188,6.5,18.5,32.5,3.2633,11,1536.0,3,640
asymmetric,1.2,1533.6,23,fixed_equal,15.7398,14.5,34.0,50.5,6.811,18,1543.2,4,640
asymmetric,1.2,1533.6,23,fixed_webster,10.3266,8.5,28.5,58.0,4.4213,12,1531.2,4,640
asymmetric,1.2,1533.6,24,relay,7.7372,7.0,16.5,33.0,2.958,10,1377.6,0,567
asymmetric,1.2,1533.6,24,fixed_equal,17.8148,15.5,55.5,87.0,6.9807,23,1392.0,1,567
asymmetric,1.2,1533.6,24,fixed_webster,10.3386,8.5,28.5,62.0,3.9487,11,1372.8,0,567
asymmetric,1.2,1533.6,25,relay,8.8206,8.0,20.5,34.5,3.852,13,1569.6,3,655
asymmetric,1.2,1533.6,25,fixed_equal,23.0183,17.0,68.5,99.0,10.073,27,1557.6,9,655
asymmetric,1.2,1533.6,25,fixed_webster,10.8931,9.5,28.5,54.0,4.781,14,1572.0,3,655
asymmetric,1.2,1533.6,26,relay,8.1422,7.0,19.0,32.0,3.6567,12,1615.2,1,668
asymmetric,1.2,1533.6,26,fixed_equal,22.2231,21.0,49.5,65.0,10.0267,20,1624.8,3,668
asymmetric,1.2,1533.6,26,fixed_webster,10.9656,10.0,28.0,61.0,4.9227,17,1617.6,2,668
asymmetric,1.2,1533.6,27,relay,8.3011,7.5,20.5,35.0,3.553,15,1528.8,5,636
asymmetric,1.2,1533.6,27,fixed_equal,19.4473,17.0,49.5,73.0,8.3373,23,1536.0,4,636
asymmetric,1.2,1533.6,27,fixed_webster,10.3703,9.0,28.5,65.0,4.4187,15,1531.2,3,636
asymmetric,1.2,1533.6,28,relay,8.2284,7.5,18.5,42.0,3.7613,11,1644.0,2,683
asymmetric,1.2,1533.6,28,fixed_equal,23.3712,20.5,61.0,94.5,10.7573,28,1627.2,14,683
asymmetric,1.2,1533.6,28,fixed_webster,10.757,9.0,28.5,60.0,4.9133,13,1636.8,5,683
asymmetric,1.2,1533.6,29,relay,8.5217,8.0,18.5,37.5,3.6913,13,1540.8,7,645
asymmetric,1.2,1533.6,29,fixed_equal,16.8132,15.5,38.5,63.0,7.2647,20,1536.0,10,645
asymmetric,1.2,1533.6,29,fixed_webster,9.7543,7.0,28.0,58.5,4.2467,12,1540.8,7,645
asymmetric,1.4,1789.2,0,relay,9.0915,8.5,20.5,33.0,4.4643,20,1720.8,20,732
asymmetric,1.4,1789.2,0,fixed_equal,31.5861,26.5,75.5,113.0,15.6367,42,1692.0,42,732
asymmetric,1.4,1789.2,0,fixed_webster,10.1428,8.5,28.0,70.5,5.0037,20,1728.0,20,732
asymmetric,1.4,1789.2,1,relay,9.2601,8.0,21.5,47.0,4.7743,15,1848.0,3,767
asymmetric,1.4,1789.2,1,fixed_equal,84.676,44.5,257.5,273.5,43.7477,67,1759.2,51,767
asymmetric,1.4,1789.2,1,fixed_webster,11.1923,10.5,27.0,46.0,5.753,16,1843.2,4,767
asymmetric,1.4,1789.2,2,relay,9.4728,9.0,21.5,33.0,4.5487,12,1718.4,6,718
asymmetric,1.4,1789.2,2,fixed_equal,31.5815,24.5,77.5,104.5,15.3797,38,1735.2,11,718
asymmetric,1.4,1789.2,2,fixed_webster,10.7201,8.5,30.5,61.0,5.159,13,1720.8,5,718
asymmetric,1.4,1789.2,3,relay,10.3694,9.5,23.5,50.0,5.471,17,1881.6,11,785
asymmetric,1.4,1789.2,3,fixed_equal,42.3522,35.0,103.0,151.0,22.3503,41,1840.8,34,785
asymmetric,1.4,1789.2,3,fixed_webster,11.5567,9.5,32.5,78.5,6.2013,16,1891.2,6,785
asymmetric,1.4,1789.2,4,relay,11.7065,10.5,27.0,42.0,6.0533,20,1843.2,9,775
asymmetric,1.4,1789.2,4,fixed_equal,34.06,23.5,91.0,119.0,17.6097,33,1812.0,23,775
asymmetric,1.4,1789.2,4,fixed_webster,13.4613,9.5,47.0,78.0,6.9813,20,1850.4,6,775
asymmetric,1.4,1789.2,5,relay,11.5567,10.5,25.5,44.0,5.9867,16,1850.4,8,776
asymmetric,1.4,1789.2,5,fixed_equal,30.6997,23.5,82.5,108.0,15.9677,32,1831.2,22,776
asymmetric,1.4,1789.2,5,fixed_webster,14.1108,10.0,46.5,110.0,7.325,17,1852.8,6,776
asymmetric,1.4,1789.2,6,relay,11.7276,10.5,27.5,59.0,6.1403,18,1876.8,5,780
asymmetric,1.4,1789.2,6,fixed_equal,60.4962,39.0,158.0,186.5,31.872,61,1788.0,52,780
asymmetric,1.4,1789.2,6,fixed_webster,12.5833,10.0,38.0,86.5,6.551,20,1876.8,3,780
asymmetric,1.4,1789.2,7,relay,9.2043,8.5,21.0,38.5,4.685,14,1824.0,6,761
asymmetric,1.4,1789.2,7,fixed_equal,39.523,25.0,117.0,149.5,20.087,41,1754.4,34,761
asymmetric,1.4,1789.2,7,fixed_webster,11.7457,10.5,30.5,60.0,5.9863,15,1819.2,6,761
asymmetric,1.4,1789.2,8,relay,9.5369,8.5,21.5,46.5,4.5297,14,1704.0,2,705
asymmetric,1.4,1789.2,8,fixed_equal,21.8745,20.0,51.5,74.5,10.4483,22,1696.8,8,705
asymmetric,1.4,1789.2,8,fixed_webster,11.7872,9.0,37.5,63.5,5.6127,14,1706.4,4,705
asymmetric,1.4,1789.2,9,relay,9.1866,8.5,20.5,47.0,4.4197,16,1723.2,6,718
asymmetric,1.4,1789.2,9,fixed_equal,34.9909,20.5,114.5,149.0,16.9123,34,1696.8,23,718
asymmetric,1.4,1789.2,9,fixed_webster,10.9972,9.5,29.5,61.5,5.293,18,1725.6,5,718
asymmetric,1.4,1789.2,10,relay,9.9807,9.0,22.5,45.0,4.843,16,1740.0,4,725
asymmetric,1.4,1789.2,10,fixed_equal,35.7855,23.5,117.0,139.0,17.4993,40,1723.2,22,725
asymmetric,1.4,1789.2,10,fixed_webster,12.2814,9.5,37.5,83.5,5.9907,19,1740.0,5,725
asymmetric,1.4,1789.2,11,relay,10.3583,8.0,29.0,63.5,5.2993,21,1833.6,6,762
asymmetric,1.4,1789.2,11,fixed_equal,58.7894,32.5,163.5,196.0,30.4123,55,1771.2,47,762
asymmetric,1.4,1789.2,11,fixed_webster,11.3727,9.0,31.0,84.5,5.7987,19,1836.0,3,762
asymmetric,1.4,1789.2,12,relay,11.4641,10.5,25.5,48.5,5.8863,16,1838.4,7,766
asymmetric,1.4,1789.2,12,fixed_equal,43.5294,26.0,113.5,158.5,22.4047,42,1788.0,34,766
asymmetric,1.4,1789.2,12,fixed_webster,12.5796,9.5,37.5,87.0,6.4677,18,1848.0,3,766
asymmetric,1.4,1789.2,13,relay,10.4424,9.5,24.0,44.0,5.5873,14,1896.0,14,799
asymmetric,1.4,1789.2,13,fixed_equal,86.515,55.0,286.0,307.5,46.4447,82,1790.4,69,799
asymmetric,1.4,1789.2,13,fixed_webster,11.6045,10.0,30.0,63.5,6.199,17,1900.8,12,799
asymmetric,1.4,1789.2,14,relay,10.6689,9.5,24.0,55.0,5.325,17,1795.2,3,743
asymmetric,1.4,1789.2,14,fixed_equal,33.4906,24.0,101.5,132.0,16.6487,34,1759.2,18,743
asymmetric,1.4,1789.2,14,fixed_webster,11.3237,9.5,30.5,98.5,5.6477,15,1783.2,4,743
asymmetric,1.4,1789.2,15,relay,9.7683,9.0,21.5,44.0,4.7123,14,1713.6,9,710
asymmetric,1.4,1789.2,15,fixed_equal,34.0592,24.0,84.0,96.0,16.305,31,1701.6,19,710
asymmetric,1.4,1789.2,15,fixed_webster,11.281,9.0,31.0,67.5,5.5493,13,1732.8,1,710
asymmetric,1.4,1789.2,16,relay,9.9391,9.0,23.0,36.0,5.231,14,1896.0,1,788
asymmetric,1.4,1789.2,16,fixed_equal,50.8598,27.5,153.5,181.0,26.7373,55,1802.4,42,788
asymmetric,1.4,1789.2,16,fixed_webster,11.7938,9.0,32.0,86.5,6.3467,17,1905.6,1,788
asymmetric,1.4,1789.2,17,relay,10.4355,9.5,24.0,38.0,5.343,15,1828.8,6,768
asymmetric,1.4,1789.2,17,fixed_equal,32.7858,25.0,76.5,102.0,16.989,32,1809.6,26,768
asymmetric,1.4,1789.2,17,fixed_webster,12.1042,10.0,33.0,74.0,6.1977,18,1831.2,6,768
asymmetric,1.4,1789.2,18,relay,10.2768,9.5,22.5,45.0,5.195,15,1802.4,9,757
asymmetric,1.4,1789.2,18,fixed_equal,31.4894,24.0,82.0,113.0,15.9807,30,1795.2,17,757
asymmetric,1.4,1789.2,18,fixed_webster,11.6083,9.5,32.5,70.5,5.8837,16,1800.0,10,757
asymmetric,1.4,1789.2,19,relay,8.7249,8.0,20.0,37.5,4.2427,12,1752.0,3,727
asymmetric,1.4,1789.2,19,fixed_equal,71.053,30.0,168.0,182.0,35.1627,47,1728.0,31,727
asymmetric,1.4,1789.2,19,fixed_webster,10.8439,10.0,27.5,51.0,5.2853,15,1752.0,3,727
asymmetric,1.4,1789.2,20,relay,9.934,9.5,22.0,35.5,4.982,18,1800.0,5,750
asymmetric,1.4,1789.2,20,fixed_equal,53.2647,43.5,124.0,149.5,26.922,39,1756.8,33,750
asymmetric,1.4,1789.2,20,fixed_webster,11.7167,10.5,31.0,63.0,5.891,25,1807.2,2,750
asymmetric,1.4,1789.2,21,relay,10.1132,9.5,23.0,39.0,5.4387,16,1910.4,14,804
asymmetric,1.4,1789.2,21,fixed_equal,64.9652,56.0,192.5,217.5,34.9483,65,1826.4,54,804
asymmetric,1.4,1789.2,21,fixed_webster,11.5087,10.0,33.0,68.5,6.183,17,1903.2,14,804
asymmetric,1.4,1789.2,22,relay,10.1307,9.0,22.0,43.0,5.049,14,1790.4,3,746
asymmetric,1.4,1789.2,22,fixed_equal,45.5697,29.5,118.0,143.5,22.7307,39,1759.2,19,746
asymmetric,1.4,1789.2,22,fixed_webster,11.9698,10.0,32.0,63.5,5.966,17,1788.0,3,746
asymmetric,1.4,1789.2,23,relay,8.9286,8.0,19.5,32.0,4.479,13,1797.6,5,749
asymmetric,1.4,1789.2,23,fixed_equal,30.6041,27.0,69.0,87.5,15.3913,28,1773.6,19,749
asymmetric,1.4,1789.2,23,fixed_webster,10.4352,8.0,30.0,60.0,5.2523,13,1800.0,5,749
asymmetric,1.4,1789.2,24,relay,9.2865,8.5,22.5,41.0,4.261,15,1653.6,1,684
asymmetric,1.4,1789.2,24,fixed_equal,56.6725,23.0,179.5,211.0,26.7103,50,1704.0,1,684
asymmetric,1.4,1789.2,24,fixed_webster,12.1901,10.0,35.5,74.0,5.5887,14,1653.6,1,684
asymmetric,1.4,1789.2,25,relay,10.2231,9.5,23.5,43.0,5.2547,17,1831.2,8,771
asymmetric,1.4,1789.2,25,fixed_equal,71.6258,30.5,203.0,237.0,36.9653,55,1756.8,49,771
asymmetric,1.4,1789.2,25,fixed_webster,11.7075,10.5,31.0,59.0,6.0303,16,1843.2,4,771
asymmetric,1.4,1789.2,26,relay,10.4927,9.5,25.5,54.0,5.3923,17,1828.8,3,754
asymmetric,1.4,1789.2,26,fixed_equal,42.0033,41.5,84.5,108.5,21.3513,35,1804.8,18,754
asymmetric,1.4,1789.2,26,fixed_webster,11.6088,9.5,30.0,79.0,5.9007,17,1833.6,2,754
asymmetric,1.4,1789.2,27,relay,11.0602,9.5,28.0,48.5,5.5303,19,1797.6,4,747
asymmetric,1.4,1789.2,27,fixed_equal,40.6861,39.0,91.5,118.5,20.5443,46,1804.8,11,747
asymmetric,1.4,1789.2,27,fixed_webster,12.1466,8.5,34.5,99.5,6.081,18,1804.8,2,747
asymmetric,1.4,1789.2,28,relay,10.2693,8.5,24.5,37.0,5.143,15,1804.8,1,750
asymmetric,1.4,1789.2,28,fixed_equal,32.4887,26.0,80.0,112.0,16.302,32,1764.0,20,750
asymmetric,1.4,1789.2,28,fixed_webster,14.6193,9.0,61.0,111.5,7.3523,19,1816.8,1,750
asymmetric,1.4,1789.2,29,relay,9.6444,9.0,22.0,38.0,4.6113,16,1713.6,4,710
asymmetric,1.4,1789.2,29,fixed_equal,24.2014,20.5,56.5,86.0,11.604,27,1708.8,9,710
asymmetric,1.4,1789.2,29,fixed_webster,11.2908,9.0,29.5,63.0,5.4033,17,1723.2,2,710
balanced,0.6,769.0,0,relay,6.3909,6.0,14.5,21.5,1.31,8,736.8,1,307
balanced,0.6,769.0,0,fixed_equal,9.8958,8.5,23.0,24.5,2.0377,8,727.2,7,307
balanced,0.6,769.0,0,fixed_webster,9.1466,8.5,21.0,23.0,1.8727,7,736.8,1,307
balanced,0.6,769.0,1,relay,6.2821,6.0,14.0,25.5,1.343,7,760.8,4,319
balanced,0.6,769.0,1,fixed_equal,9.9843,8.5,23.0,25.5,2.1247,8,763.2,4,319
balanced,0.6,769.0,1,fixed_webster,10.105,9.0,21.0,29.0,2.1627,10,758.4,6,319
balanced,0.6,769.0,2,relay,6.57,6.0,14.0,21.5,1.3467,6,739.2,0,307
balanced,0.6,769.0,2,fixed_equal,11.1026,10.5,23.5,25.5,2.283,10,739.2,0,307
balanced,0.6,769.0,2,fixed_webster,9.9805,9.5,21.0,26.0,2.0433,7,739.2,0,307
balanced,0.6,769.0,3,relay,6.6095,6.0,14.5,26.5,1.4893,8,811.2,0,338
balanced,0.6,769.0,3,fixed_equal,11.4822,11.5,23.5,26.0,2.6087,11,811.2,2,338
balanced,0.6,769.0,3,fixed_webster,10.1494,9.5,21.0,24.0,2.2923,10,820.8,0,338
balanced,0.6,769.0,4,relay,6.1976,6.0,13.0,22.5,1.4017,7,816.0,0,339
balanced,0.6,769.0,4,fixed_equal,9.8186,8.0,23.5,35.0,2.2193,8,811.2,2,339
balanced,0.6,769.0,4,fixed_webster,9.7463,9.5,21.0,29.0,2.2233,8,818.4,0,339
balanced,0.6,769.0,5,relay,6.5377,6.0,14.0,20.5,1.5037,6,823.2,3,345
balanced,0.6,769.0,5,fixed_equal,11.0696,10.5,23.5,24.5,2.5563,8,823.2,5,345
balanced,0.6,769.0,5,fixed_webster,9.9957,9.5,21.0,22.0,2.2997,9,818.4,5,345
balanced,0.6,769.0,6,relay,6.4413,6.0,14.5,20.5,1.4257,7,792.0,2,332
balanced,0.6,769.0,6,fixed_equal,10.613,10.0,23.5,27.0,2.349,10,789.6,3,332
balanced,0.6,769.0,6,fixed_webster,10.2364,10.0,21.0,24.5,2.267,8,794.4,3,332
balanced,0.6,769.0,7,relay,5.7179,6.0,12.0,20.0,1.196,7,751.2,1,312
balanced,0.6,769.0,7,fixed_equal,10.609,9.0,23.5,25.5,2.2077,9,746.4,3,312
balanced,0.6,769.0,7,fixed_webster,10.3686,10.0,21.0,23.0,2.178,8,751.2,1,312
balanced,0.6,769.0,8,relay,6.1791,6.0,14.0,27.5,1.3263,6,772.8,1,321
balanced,0.6,769.0,8,fixed_equal,9.8816,8.5,23.5,25.5,2.1343,10,775.2,1,321
balanced,0.6,769.0,8,fixed_webster,9.8069,8.5,21.0,23.0,2.1,9,772.8,1,321
balanced,0.6,769.0,9,relay,6.6155,6.0,13.5,21.5,1.3937,6,756.0,2,316
balanced,0.6,769.0,9,fixed_equal,9.9589,9.0,22.5,24.0,2.1067,8,763.2,3,316
balanced,0.6,769.0,9,fixed_webster,10.4684,10.5,21.0,22.5,2.2267,9,756.0,3,316
balanced,0.6,769.0,10,relay,6.1399,6.0,13.5,21.5,1.28,6,751.2,0,311
balanced,0.6,769.0,10,fixed_equal,10.672,9.5,23.5,25.5,2.2237,9,748.8,1,311
balanced,0.6,769.0,10,fixed_webster,10.1849,10.5,21.0,28.5,2.123,8,746.4,2,311
balanced,0.6,769.0,11,relay,6.6078,6.0,14.5,29.5,1.474,7,794.4,4,334
balanced,0.6,769.0,11,fixed_equal,9.7141,8.0,23.5,25.5,2.174,8,799.2,3,334
balanced,0.6,769.0,11,fixed_webster,9.6662,9.0,21.0,27.5,2.154,9,792.0,6,334
balanced,0.6,769.0,12,relay,6.4248,6.0,14.0,19.5,1.3753,7,768.0,1,319
balanced,0.6,769.0,12,fixed_equal,9.8542,8.0,23.5,25.0,2.1063,9,768.0,1,319
balanced,0.6,769.0,12,fixed_webster,10.3966,11.0,21.0,29.0,2.225,9,772.8,1,319
balanced,0.6,769.0,13,relay,6.841,6.0,14.5,26.5,1.4987,7,789.6,0,327
balanced,0.6,769.0,13,fixed_equal,10.0,9.0,23.0,24.5,2.2027,7,789.6,0,327
balanced,0.6,769.0,13,fixed_webster,10.5183,10.5,21.0,24.0,2.3063,8,792.0,0,327
balanced,0.6,769.0,14,relay,6.4253,6.0,14.5,27.5,1.4937,8,830.4,4,348
balanced,0.6,769.0,14,fixed_equal,10.5345,9.0,23.5,41.0,2.4483,10,830.4,5,348
balanced,0.6,769.0,14,fixed_webster,9.6695,8.5,21.0,37.5,2.276,9,832.8,4,348
balanced,0.6,769.0,15,relay,6.838,6.0,14.0,28.5,1.4967,9,782.4,2,321
balanced,0.6,769.0,15,fixed_equal,10.9143,10.5,23.5,25.0,2.3927,10,792.0,1,321
balanced,0.6,769.0,15,fixed_webster,9.5857,9.0,21.0,26.0,2.104,9,784.8,3,321
balanced,0.6,769.0,16,relay,6.9056,6.0,14.0,25.5,1.6663,9,864.0,2,360
balanced,0.6,769.0,16,fixed_equal,10.7111,10.5,23.5,24.5,2.5817,10,864.0,2,360
balanced,0.6,769.0,16,fixed_webster,9.95,10.0,21.0,23.0,2.3993,10,861.6,3,360
balanced,0.6,769.0,17,relay,6.8272,6.0,15.0,26.5,1.6067,8,847.2,0,353
balanced,0.6,769.0,17,fixed_equal,12.0297,13.0,23.5,25.5,2.831,11,847.2,0,353
balanced,0.6,769.0,17,fixed_webster,9.9178,10.0,21.0,25.5,2.3373,8,852.0,1,353
balanced,0.6,769.0,18,relay,7.1111,6.0,15.5,32.0,1.6213,10,818.4,1,342
balanced,0.6,769.0,18,fixed_equal,11.0249,10.5,23.5,26.0,2.5137,9,811.2,4,342
